TA_F,SW_IN_F,RH,NETRAD,PA_F,WS_F,USTAR,PPFD_IN,P_F,CO2_F,VPD_kPa,SWC_m3m3,VPD_F,TIMESTAMP_START,TIMESTAMP_END
-6.682,0.0,92.42,-1.7194,98.0,1.63,0.1158,2.405473333333333,0.0,395.89,0.0281,0.103,0.281,2011-01-04 07:00:00,2011-01-04 07:30:00
-6.746,0.0,91.764,-1.4683,98.0,1.33,0.041472,2.346686666666667,0.0,395.76,0.0304,0.103,0.304,2011-01-04 07:30:00,2011-01-04 08:00:00
-6.807,1.201,91.264,-0.41,98.0,2.119,0.047719,2.2879,0.0,396.06,0.0321,0.103,0.32099999999999995,2011-01-04 08:00:00,2011-01-04 08:30:00
-6.785,13.105,91.261,8.4821,98.0,2.019,0.10355,24.908,0.0,396.41,0.0321,0.103,0.32099999999999995,2011-01-04 08:30:00,2011-01-04 09:00:00
-6.795,35.434,91.496,23.918,98.0,1.97,0.18898,67.397,0.0,397.11,0.0312,0.103,0.312,2011-01-04 09:00:00,2011-01-04 09:30:00
-6.83,59.349,90.808,41.101,98.01,2.179,0.21898,116.67,0.0,396.85,0.0337,0.103,0.337,2011-01-04 09:30:00,2011-01-04 10:00:00
-6.594,97.935,88.662,68.94,98.0,2.426,0.25661,191.18,0.0,396.65,0.0423,0.103,0.423,2011-01-04 10:00:00,2011-01-04 10:30:00
-6.171,117.5,86.475,83.596,98.0,2.026,0.3386,234.36,0.0,396.72,0.0521,0.103,0.521,2011-01-04 10:30:00,2011-01-04 11:00:00
-5.925,127.88,85.631,93.858,98.03,1.812,0.4616,258.84,0.0,396.75,0.0563999999999999,0.1025,0.5639999999999991,2011-01-04 11:00:00,2011-01-04 11:30:00
-5.546,214.62,83.389,162.69,98.1,1.974,0.43133,416.3,0.0,396.12,0.0671,0.1025,0.671,2011-01-04 11:30:00,2011-01-04 12:00:00
-5.055,199.27,82.953,154.82,98.01,2.201,0.46641,388.79,0.0,394.85,0.0715,0.1025,0.715,2011-01-04 12:00:00,2011-01-04 12:30:00
-5.14,207.21,82.252,161.22,98.0,2.803,0.6663,413.33,0.0,394.55,0.074,0.1025,0.74,2011-01-04 12:30:00,2011-01-04 13:00:00
-4.907,160.89,81.451,123.84,98.0,3.228,0.55365,331.64,0.0,394.1,0.0787,0.1025,0.787,2011-01-04 13:00:00,2011-01-04 13:30:00
-4.766,149.09,78.996,106.81,98.0,3.654,0.65811,312.56,0.0,393.82,0.0901,0.1025,0.901,2011-01-04 13:30:00,2011-01-04 14:00:00
-4.831,140.05,75.962,90.426,98.0,3.531,0.54261,297.82,0.0,393.82,0.1026,0.102,1.026,2011-01-04 14:00:00,2011-01-04 14:30:00
-4.646,125.66,77.009,75.029,98.0,3.276,0.53493,266.43,0.0,393.88,0.0995,0.102,0.9950000000000001,2011-01-04 14:30:00,2011-01-04 15:00:00
-4.531,124.01,74.645,64.378,98.027,3.688,0.64436,259.52,0.0,393.56,0.1106999999999999,0.102,1.1069999999999989,2011-01-04 15:00:00,2011-01-04 15:30:00
-4.436,53.731,75.432,26.67,98.1,3.79,0.6635,115.36,0.0,393.54,0.108,0.102,1.08,2011-01-04 15:30:00,2011-01-04 16:00:00
-4.778,25.669,81.146,7.621500000000001,98.1,2.144,0.43662,55.456,0.0,393.84,0.0808,0.102,0.8079999999999999,2011-01-04 16:00:00,2011-01-04 16:30:00
-4.876,16.81,80.682,-11.427,98.15,2.893,0.2775,35.082,0.0,394.03,0.0822,0.102,0.822,2011-01-04 16:30:00,2011-01-04 17:00:00
-4.886,2.288,77.986,-36.028,98.2,3.019,0.29453,6.3473,0.0,394.16,0.0936,0.102,0.936,2011-01-04 17:00:00,2011-01-04 17:30:00
-5.109,0.0,74.629,-72.965,98.2,2.865,0.22561,6.131868,0.0,394.26,0.106,0.102,1.06,2011-01-04 17:30:00,2011-01-04 18:00:00
-5.319,0.0,74.246,-68.582,98.27,2.917,0.22448,5.916436,0.0,394.18,0.1059,0.102,1.059,2011-01-04 18:00:00,2011-01-04 18:30:00
-5.379,0.0,70.946,-27.973,98.3,2.848,0.28612,5.701003999999999,0.0,394.42,0.1189,0.1015,1.189,2011-01-04 18:30:00,2011-01-04 19:00:00
-5.275,0.0,70.114,-21.875,98.3,3.051,0.20886,5.485572,0.0,394.11,0.1233,0.1015,1.233,2011-01-04 19:00:00,2011-01-04 19:30:00
-5.459,0.0,77.09,-19.947,98.3,3.017,0.38223,5.27014,0.0,393.93,0.0932,0.1015,0.932,2011-01-04 19:30:00,2011-01-04 20:00:00
-5.799,0.0,81.116,-27.201,98.3,2.532,0.23937,5.054708,0.0,393.67,0.0749,0.1015,0.7489999999999999,2011-01-04 20:00:00,2011-01-04 20:30:00
-5.964,0.0,82.004,-34.455,98.3,2.094,0.11429,4.839276,0.0,393.56,0.0703999999999999,0.1015,0.703999999999999,2011-01-04 20:30:00,2011-01-04 21:00:00
-6.051,0.0,79.752,-30.67,98.3,2.133,0.1319,4.623844,0.0,393.6,0.0787,0.1015,0.787,2011-01-04 21:00:00,2011-01-04 21:30:00
-5.994,0.0,78.26,-27.585,98.377,2.375,0.12469,4.408411999999999,0.0,393.78,0.0849,0.1015,0.849,2011-01-04 21:30:00,2011-01-04 22:00:00
-6.243,0.0,78.287,-31.882,98.4,2.359,0.15949,4.19298,0.0,393.73,0.0832,0.1015,0.832,2011-01-04 22:00:00,2011-01-04 22:30:00
-6.238,0.0,78.135,-36.179,98.4,2.475,0.21093,3.977548,0.0,393.85,0.0838,0.1009999999999999,0.838,2011-01-04 22:30:00,2011-01-04 23:00:00
-6.206,0.0,76.191,-40.476,98.4,2.518,0.083875,3.762116,0.0,394.22,0.0915,0.1009999999999999,0.915,2011-01-04 23:00:00,2011-01-04 23:30:00
-6.31,0.0,72.677,-28.95,98.4,2.614,0.14205,3.5466839999999995,0.0,394.38,0.1042,0.1009999999999999,1.042,2011-01-04 23:30:00,2011-01-05 00:00:00
-6.365,0.0,70.859,-29.013,98.4,2.957,0.20872,3.331252,0.0,394.4,0.1106,0.1009999999999999,1.106,2011-01-05 00:00:00,2011-01-05 00:30:00
-6.598,0.0,68.166,-26.805,98.4,3.422,0.34869,3.11582,0.0,394.63,0.1187,0.1009999999999999,1.187,2011-01-05 00:30:00,2011-01-05 01:00:00
-6.415,0.0,62.278,-20.16,98.4,3.344,0.44601,2.9003879999999995,0.0,394.03,0.1426,0.1009999999999999,1.4260000000000002,2011-01-05 01:00:00,2011-01-05 01:30:00
-6.454,0.0,62.025,-46.931,98.4,2.738,0.21611,2.684956,0.0,393.79,0.1432,0.1009999999999999,1.432,2011-01-05 01:30:00,2011-01-05 02:00:00
-6.732,0.0,64.181,-77.748,98.4,2.821,0.10012,2.4695239999999994,0.0,393.9,0.1322,0.1009999999999999,1.322,2011-01-05 02:00:00,2011-01-05 02:30:00
-6.904,0.0,65.148,-85.046,98.4,2.89,0.0722,2.254091999999999,0.0,393.91,0.1268999999999999,0.1009999999999999,1.268999999999999,2011-01-05 02:30:00,2011-01-05 03:00:00
-7.01,0.0,64.279,-82.839,98.4,2.865,0.093111,2.0386599999999997,0.0,393.88,0.129,0.1005,1.29,2011-01-05 03:00:00,2011-01-05 03:30:00
-7.26,0.0,63.445,-80.884,98.4,3.203,0.12872,1.8232279999999996,0.0,393.87,0.1295,0.1005,1.295,2011-01-05 03:30:00,2011-01-05 04:00:00
-7.594,0.0,64.39,-78.389,98.4,3.138,0.097753,1.6077959999999996,0.0,393.94,0.1229,0.1005,1.2289999999999999,2011-01-05 04:00:00,2011-01-05 04:30:00
-7.644,0.0,63.498,-68.049,98.4,2.969,0.049188,1.3923639999999995,0.0,393.92,0.1255,0.1005,1.255,2011-01-05 04:30:00,2011-01-05 05:00:00
-8.089,0.0,65.514,-71.424,98.4,2.636,0.092486,1.176932,0.0,394.01,0.1145,0.1005,1.145,2011-01-05 05:00:00,2011-01-05 05:30:00
-8.101,0.0,68.084,-66.696,98.4,2.6,0.12621,0.9614999999999992,0.0,393.97,0.1059,0.1005,1.059,2011-01-05 05:30:00,2011-01-05 06:00:00
-7.684,0.0,68.909,-38.421,98.4,2.417,0.1389,0.7460679999999993,0.0,394.07,0.1066,0.1,1.066,2011-01-05 06:00:00,2011-01-05 06:30:00
-7.49,0.0,75.119,-46.605,98.4,2.433,0.14828,0.5306359999999994,0.0,394.19,0.0866,0.1,0.866,2011-01-05 06:30:00,2011-01-05 07:00:00
-7.31,0.0,79.994,-54.552,98.43,2.307,0.067341,0.3152039999999996,0.0,394.52,0.0706,0.1,0.706,2011-01-05 07:00:00,2011-01-05 07:30:00
-7.993,0.0,85.562,-75.695,98.403,2.619,0.17347,0.099772,0.0,395.69,0.0482999999999999,0.1,0.482999999999999,2011-01-05 07:30:00,2011-01-05 08:00:00
-8.025,3.498,79.532,-65.04,98.4,2.987,0.18871,10.384,0.0,395.0,0.0683,0.1,0.683,2011-01-05 08:00:00,2011-01-05 08:30:00
-7.214,30.158,72.221,-39.267,98.4,3.64,0.20201,56.885,0.0,394.27,0.0988,0.1,0.988,2011-01-05 08:30:00,2011-01-05 09:00:00
-7.311,72.191,73.778,-4.6559,98.4,2.704,0.18653,145.69,0.0,394.29,0.0925,0.1,0.925,2011-01-05 09:00:00,2011-01-05 09:30:00
-7.26,158.66,77.858,79.424,98.4,1.925,0.095294,317.75,0.0,394.77,0.0784,0.1,0.784,2011-01-05 09:30:00,2011-01-05 10:00:00
-7.434,169.74,82.741,84.651,98.4,1.744,0.084273,353.85,0.0,396.48,0.0603,0.1,0.603,2011-01-05 10:00:00,2011-01-05 10:30:00
-6.858,285.17,81.546,163.4,98.4,1.583,0.22849,579.02,0.0,397.98,0.0674,0.1,0.674,2011-01-05 10:30:00,2011-01-05 11:00:00
-5.434,319.84,74.594,188.6,98.36,3.138,0.5397,648.77,0.0,397.8,0.1036,0.1,1.036,2011-01-05 11:00:00,2011-01-05 11:30:00
-4.796,382.91,70.175,234.6,98.3,4.024,0.71173,769.9,0.0,396.18,0.1276,0.0994999999999999,1.2759999999999998,2011-01-05 11:30:00,2011-01-05 12:00:00
-4.74,409.78,67.875,257.26,98.3,4.171,0.89035,822.06,0.0,395.44,0.1379999999999999,0.0994999999999999,1.379999999999999,2011-01-05 12:00:00,2011-01-05 12:30:00
-4.957,453.16,68.727,299.07,98.203,4.402,0.91976,902.31,0.0,395.87,0.1322,0.0994999999999999,1.322,2011-01-05 12:30:00,2011-01-05 13:00:00
-5.045,430.51,68.118,280.13,98.2,3.833,0.67958,860.16,0.0,395.95,0.1339,0.0994999999999999,1.339,2011-01-05 13:00:00,2011-01-05 13:30:00
-5.272,395.94,68.158,249.31,98.193,4.251,0.82049,792.22,0.0,396.15,0.1314,0.0994999999999999,1.3139999999999998,2011-01-05 13:30:00,2011-01-05 14:00:00
-5.501,287.09,68.949,185.53,98.17,4.469,0.6363,577.15,0.0,396.3,0.1258999999999999,0.0994999999999999,1.258999999999999,2011-01-05 14:00:00,2011-01-05 14:30:00
-5.703,133.87,70.531,79.343,98.12,3.121,0.63746,286.01,0.0,396.48,0.1177,0.0994999999999999,1.177,2011-01-05 14:30:00,2011-01-05 15:00:00
-5.825,68.629,71.999,40.396,98.1,2.959,0.41644,152.4,0.0,396.51,0.1108,0.0994999999999999,1.1079999999999999,2011-01-05 15:00:00,2011-01-05 15:30:00
-6.039,43.124,72.234,19.708,98.1,3.455,0.63885,95.177,0.0,397.11,0.1081,0.099,1.081,2011-01-05 15:30:00,2011-01-05 16:00:00
-6.293,22.866,72.754,2.494,98.1,2.931,0.62507,52.922,0.0,397.35,0.104,0.099,1.04,2011-01-05 16:00:00,2011-01-05 16:30:00
-6.295,11.229,73.062,-11.671,98.1,2.829,0.39601,26.605,0.0,397.5,0.1028,0.099,1.028,2011-01-05 16:30:00,2011-01-05 17:00:00
-6.374,1.526,72.908,-21.88,98.1,2.404,0.36856,5.1777,0.0,397.65,0.1028,0.099,1.028,2011-01-05 17:00:00,2011-01-05 17:30:00
-6.426,0.0,72.277,-17.45,98.1,2.902,0.35259,5.083753333333333,0.0,397.68,0.1046999999999999,0.099,1.046999999999999,2011-01-05 17:30:00,2011-01-05 18:00:00
-6.44,0.0,72.219,-18.974,98.023,3.065,0.40773,4.9898066666666665,0.0,397.76,0.1049,0.099,1.049,2011-01-05 18:00:00,2011-01-05 18:30:00
-6.497,0.0,71.667,-26.598,98.0,3.802,0.41495,4.89586,0.0,397.77,0.1065,0.099,1.065,2011-01-05 18:30:00,2011-01-05 19:00:00
-6.626,0.0,71.996,-33.177,98.0,3.958,0.36092,4.801913333333333,0.0,397.96,0.1042,0.099,1.042,2011-01-05 19:00:00,2011-01-05 19:30:00
-6.606,0.0,72.233,-29.931,98.0,3.622,0.3828,4.707966666666667,0.0,398.25,0.1035,0.099,1.035,2011-01-05 19:30:00,2011-01-05 20:00:00
-6.828,0.0,73.36,-44.645,97.95,3.119,0.2127,4.61402,0.0,398.43,0.0975999999999999,0.099,0.975999999999999,2011-01-05 20:00:00,2011-01-05 20:30:00
-7.051,0.0,75.335,-42.078,97.9,3.45,0.088205,4.520073333333333,0.0,398.35,0.0888,0.099,0.888,2011-01-05 20:30:00,2011-01-05 21:00:00
-7.154,0.0,74.623,-31.449,97.883,4.075,0.18373,4.426126666666667,0.0,398.45,0.0906,0.099,0.906,2011-01-05 21:00:00,2011-01-05 21:30:00
-7.299,0.0,74.673,-35.07,97.8,3.786,0.16619,4.33218,0.0,398.75,0.0895,0.099,0.895,2011-01-05 21:30:00,2011-01-05 22:00:00
-7.245,0.0,73.654,-64.309,97.8,3.835,0.20461,4.2382333333333335,0.0,399.34,0.0934,0.099,0.9339999999999999,2011-01-05 22:00:00,2011-01-05 22:30:00
-7.303,0.0,73.904,-48.808,97.8,3.926,0.19956,4.144286666666667,0.0,399.68,0.0921,0.0984999999999999,0.921,2011-01-05 22:30:00,2011-01-05 23:00:00
-7.322,0.0,74.539,-25.495,97.75,3.722,0.13411,4.05034,0.0,399.84,0.0898,0.0984999999999999,0.898,2011-01-05 23:00:00,2011-01-05 23:30:00
-7.131,0.0,75.448,-10.275,97.703,4.061,0.19975,3.956393333333333,0.0,399.06,0.0879,0.0984999999999999,0.879,2011-01-05 23:30:00,2011-01-06 00:00:00
-7.165,0.0,77.521,-10.627,97.683,3.364,0.25966,3.8624466666666666,0.0,399.11,0.0802,0.0984999999999999,0.8019999999999999,2011-01-06 00:00:00,2011-01-06 00:30:00
-7.78,0.0,80.612,-14.31,97.6,3.302,0.13582,3.7685,0.0,400.18,0.066,0.0984999999999999,0.66,2011-01-06 00:30:00,2011-01-06 01:00:00
-7.677,0.0,85.428,-8.4071,97.55,3.59,0.16816,3.674553333333333,0.0,400.1,0.05,0.0984999999999999,0.5,2011-01-06 01:00:00,2011-01-06 01:30:00
-7.247,0.0,87.72,-7.7301,97.5,4.094,0.26108,3.5806066666666667,0.0,399.52,0.0436,0.098,0.436,2011-01-06 01:30:00,2011-01-06 02:00:00
-6.955,0.0,88.539,-10.671,97.5,4.093,0.28757,3.48666,0.0,399.32,0.0416,0.098,0.416,2011-01-06 02:00:00,2011-01-06 02:30:00
-7.071,0.0,90.566,-10.596,97.483,3.479,0.22528,3.392713333333333,0.0,399.21,0.0339,0.098,0.33899999999999997,2011-01-06 02:30:00,2011-01-06 03:00:00
-7.05,0.0,91.915,-6.4923,97.4,3.461,0.29816,3.298766666666667,0.0,399.17,0.0290999999999999,0.098,0.290999999999999,2011-01-06 03:00:00,2011-01-06 03:30:00
-7.175,0.0,91.604,-5.1382,97.4,3.009,0.21625,3.20482,0.0,399.13,0.0299,0.098,0.299,2011-01-06 03:30:00,2011-01-06 04:00:00
-7.002,0.0,91.392,-4.1089,97.333,3.324,0.26896,3.1108733333333336,0.0,399.24,0.0311,0.098,0.311,2011-01-06 04:00:00,2011-01-06 04:30:00
-6.473,0.025,92.044,-3.2926,97.3,3.632,0.2059,3.016926666666667,0.0,399.39,0.03,0.098,0.3,2011-01-06 04:30:00,2011-01-06 05:00:00
-6.598,0.027,90.332,-4.4342,97.26,3.716,0.28648,2.92298,0.0,399.8,0.036,0.098,0.36,2011-01-06 05:00:00,2011-01-06 05:30:00
-6.218,0.0,89.495,-7.2953,97.2,3.599,0.40342,2.8290333333333333,0.0,400.66,0.0403,0.098,0.403,2011-01-06 05:30:00,2011-01-06 06:00:00
-5.776,0.0,90.443,-7.3689,97.2,3.033,0.35798,2.7350866666666667,0.0,401.52,0.038,0.098,0.38,2011-01-06 06:00:00,2011-01-06 06:30:00
-6.005,0.0,90.447,-6.5621,97.2,2.683,0.3276,2.64114,0.0,402.22,0.0373,0.098,0.373,2011-01-06 06:30:00,2011-01-06 07:00:00
-5.568,0.0,91.624,-5.4432,97.123,2.637,0.35039,2.5471933333333334,0.0,403.08,0.0338,0.098,0.33799999999999997,2011-01-06 07:00:00,2011-01-06 07:30:00
-5.411,0.0,91.908,-10.195,97.1,2.976,0.39039,2.453246666666667,0.0,403.33,0.033,0.098,0.33,2011-01-06 07:30:00,2011-01-06 08:00:00
-5.578,0.964,91.041,-7.8037,97.1,3.594,0.38297,2.3593,0.0,401.81,0.0361,0.098,0.361,2011-01-06 08:00:00,2011-01-06 08:30:00
-5.577,8.365,89.773,-5.4124,97.1,3.464,0.43119,19.211,0.0,400.75,0.0412,0.098,0.41200000000000003,2011-01-06 08:30:00,2011-01-06 09:00:00
-5.294,26.701,90.791,11.188,97.02,2.958,0.37217,59.48,0.0,400.8,0.0379,0.098,0.379,2011-01-06 09:00:00,2011-01-06 09:30:00
-5.319,54.592,91.149,33.987,97.0,2.927,0.32117,119.21,0.0,401.05,0.0364,0.098,0.364,2011-01-06 09:30:00,2011-01-06 10:00:00
-5.026,83.616,88.997,53.618,97.0,4.141,0.63341,181.92,0.0,399.69,0.0463,0.0975,0.463,2011-01-06 10:00:00,2011-01-06 10:30:00
-5.157,111.91,85.843,72.599,97.0,4.178,0.61755,241.72,0.0,397.67,0.0588999999999999,0.0975,0.588999999999999,2011-01-06 10:30:00,2011-01-06 11:00:00
-5.491,111.46,81.908,73.419,97.0,4.635,0.62113,246.57,0.0,396.74,0.0733999999999999,0.0975,0.733999999999999,2011-01-06 11:00:00,2011-01-06 11:30:00
-5.606,114.47,78.991,77.812,97.0,5.215,0.70998,255.43,0.0,396.4,0.0844999999999999,0.0975,0.844999999999999,2011-01-06 11:30:00,2011-01-06 12:00:00
-5.83,165.31,76.536,111.4,96.987,5.354,0.82115,361.98,0.0,395.99,0.0928,0.0975,0.9279999999999999,2011-01-06 12:00:00,2011-01-06 12:30:00
-6.047,168.51,70.895,113.74,96.9,6.352,0.6804,370.5,0.0,395.45,0.1132,0.0975,1.132,2011-01-06 12:30:00,2011-01-06 13:00:00
-6.132,163.7,65.275,108.39,96.9,5.54,0.9212,356.46,0.0,395.24,0.1342,0.0975,1.342,2011-01-06 13:00:00,2011-01-06 13:30:00
-6.215,164.36,64.123,109.7,96.9,5.218,0.85763,352.59,0.0,394.92,0.1377999999999999,0.0975,1.377999999999999,2011-01-06 13:30:00,2011-01-06 14:00:00
-6.465,117.47,63.475,74.787,96.9,5.311,0.97088,255.42,0.0,394.93,0.1376,0.0975,1.376,2011-01-06 14:00:00,2011-01-06 14:30:00
-6.76,98.238,65.226,59.138,96.9,5.987,1.0133,211.08,0.0,394.91,0.128,0.0975,1.28,2011-01-06 14:30:00,2011-01-06 15:00:00
-6.98,113.04,63.724,64.391,96.9,7.099,0.96195,238.29,0.0,395.02,0.1313,0.0975,1.313,2011-01-06 15:00:00,2011-01-06 15:30:00
-7.397,80.163,60.424,5.3565,96.9,6.811,1.0852,174.76,0.0,395.04,0.1387,0.0975,1.387,2011-01-06 15:30:00,2011-01-06 16:00:00
-7.792,31.514,59.518,-37.265,96.9,6.121,0.96642,78.129,0.0,395.11,0.1376,0.0975,1.376,2011-01-06 16:00:00,2011-01-06 16:30:00
-7.835,13.093,63.204,-10.95,96.9,5.686,0.77075,30.616,0.0,395.12,0.1247,0.0969999999999999,1.247,2011-01-06 16:30:00,2011-01-06 17:00:00
-8.092,1.756,64.931,-34.62,96.9,4.922,0.74325,5.8825,0.0,395.09,0.1165,0.0969999999999999,1.165,2011-01-06 17:00:00,2011-01-06 17:30:00
-8.294,0.0,71.548,-17.576,96.9,5.38,0.73117,5.904710000000001,0.0,395.0,0.093,0.0969999999999999,0.9299999999999999,2011-01-06 17:30:00,2011-01-06 18:00:00
-8.627,0.0,79.365,-12.154,96.9,4.875,0.64517,5.92692,0.0,395.08,0.0657,0.0969999999999999,0.6569999999999999,2011-01-06 18:00:00,2011-01-06 18:30:00
-8.915,0.0,81.699,-16.406,96.9,4.942,0.78007,5.94913,0.0,395.49,0.0569999999999999,0.0969999999999999,0.569999999999999,2011-01-06 18:30:00,2011-01-06 19:00:00
-8.786,0.0,62.613,-29.57,96.9,6.964,0.986,5.9713400000000005,0.0,396.89,0.1176,0.0969999999999999,1.176,2011-01-06 19:00:00,2011-01-06 19:30:00
-9.042,0.0,62.03,-42.65,96.9,6.353,0.87969,5.99355,0.0,397.37,0.1171,0.0969999999999999,1.171,2011-01-06 19:30:00,2011-01-06 20:00:00
-9.1,0.0,61.716,-33.414,96.883,5.731,0.81646,6.01576,0.0,397.58,0.1175,0.0969999999999999,1.1749999999999998,2011-01-06 20:00:00,2011-01-06 20:30:00
-9.212,0.0,62.844,-28.785,96.8,6.147,0.90468,6.0379700000000005,0.0,397.62,0.1129999999999999,0.0969999999999999,1.129999999999999,2011-01-06 20:30:00,2011-01-06 21:00:00
-9.337,0.0,66.89,-31.89,96.8,5.165,0.84321,6.06018,0.0,397.61,0.0997,0.0969999999999999,0.997,2011-01-06 21:00:00,2011-01-06 21:30:00
-9.539,0.0,66.663,-61.967,96.763,4.97,0.72452,6.08239,0.0,397.62,0.0988,0.0969999999999999,0.988,2011-01-06 21:30:00,2011-01-06 22:00:00
-9.563,0.0,67.617,-50.847,96.7,4.51,0.64124,6.1046000000000005,0.0,397.57,0.0958,0.0969999999999999,0.958,2011-01-06 22:00:00,2011-01-06 22:30:00
-9.549,0.0,66.749,-48.133,96.7,4.762,0.73624,6.12681,0.0,397.44,0.0985,0.0969999999999999,0.9850000000000001,2011-01-06 22:30:00,2011-01-06 23:00:00
-9.564,0.0,67.98,-34.3205,96.7,4.765,0.62789,6.14902,0.0,397.28,0.0946999999999999,0.0965,0.946999999999999,2011-01-06 23:00:00,2011-01-06 23:30:00
-9.61,0.0,72.732,-20.508,96.7,3.747,0.54135,6.17123,0.0,397.07,0.0804,0.0965,0.804,2011-01-06 23:30:00,2011-01-07 00:00:00
-9.85,0.0,72.982,-57.667,96.657,4.319,0.5596,6.19344,0.0,396.98,0.0781,0.0965,0.781,2011-01-07 00:00:00,2011-01-07 00:30:00
-9.961,0.0,69.8,-27.002,96.6,4.459,0.86286,6.21565,0.0,396.82,0.0866,0.0965,0.866,2011-01-07 00:30:00,2011-01-07 01:00:00
-10.354,0.0,70.458,-53.249,96.6,4.452,0.61774,6.23786,0.0,396.68,0.0820999999999999,0.0965,0.820999999999999,2011-01-07 01:00:00,2011-01-07 01:30:00
-10.506,0.0,70.838,-64.412,96.6,4.166,0.54234,6.26007,0.0,396.3,0.0801,0.0965,0.801,2011-01-07 01:30:00,2011-01-07 02:00:00
-10.624,0.0,71.296,-74.171,96.6,5.414,0.70562,6.28228,0.0,395.8,0.0781,0.0965,0.781,2011-01-07 02:00:00,2011-01-07 02:30:00
-10.914,0.0,69.893,-82.476,96.6,4.227,0.66422,6.30449,0.0,395.36,0.08,0.096,0.8,2011-01-07 02:30:00,2011-01-07 03:00:00
-11.177,0.0,69.568,-84.093,96.6,3.288,0.42041,6.3267,0.0,395.23,0.0792,0.096,0.792,2011-01-07 03:00:00,2011-01-07 03:30:00
-10.96,0.0,69.133,-64.118,96.53,4.258,0.50582,6.34891,0.0,395.83,0.0817,0.096,0.817,2011-01-07 03:30:00,2011-01-07 04:00:00
-11.164,0.0,70.751,-66.608,96.5,2.433,0.24885,6.37112,0.0,395.95,0.0762,0.096,0.762,2011-01-07 04:00:00,2011-01-07 04:30:00
-11.763,0.0,75.133,-74.397,96.5,1.879,0.15989,6.39333,0.0,395.35,0.0617,0.096,0.617,2011-01-07 04:30:00,2011-01-07 05:00:00
-11.96,0.0,78.135,-57.915,96.5,1.6,0.091867,6.41554,0.0,395.37,0.0534,0.096,0.534,2011-01-07 05:00:00,2011-01-07 05:30:00
-11.994,0.0,77.349,-43.184,96.5,1.753,0.047014,6.43775,0.0,395.71,0.0552,0.096,0.552,2011-01-07 05:30:00,2011-01-07 06:00:00
-12.043,0.0,75.83,-43.847,96.5,1.809,0.068867,6.45996,0.0,396.07,0.0586999999999999,0.096,0.586999999999999,2011-01-07 06:00:00,2011-01-07 06:30:00
-12.223,0.0,77.256,-42.842,96.5,1.397,0.075579,6.48217,0.0,396.21,0.0544,0.096,0.5439999999999999,2011-01-07 06:30:00,2011-01-07 07:00:00
-12.288,0.0,78.78,-33.232,96.42,1.512,0.051423,6.50438,0.0,396.35,0.0505,0.096,0.505,2011-01-07 07:00:00,2011-01-07 07:30:00
-12.282,0.0,79.306,-26.233,96.4,0.838,0.075364,6.52659,0.0,396.41,0.0493,0.096,0.493,2011-01-07 07:30:00,2011-01-07 08:00:00
-12.449,2.961,80.174,-11.133,96.4,2.147,0.051826,6.5488,0.0,396.35,0.0466,0.096,0.466,2011-01-07 08:00:00,2011-01-07 08:30:00
-12.546,20.14,82.616,4.0285,96.4,2.45,0.10158,39.109,0.0,396.4,0.0405,0.096,0.405,2011-01-07 08:30:00,2011-01-07 09:00:00
-12.355,43.613,84.138,25.177,96.4,2.595,0.20447,89.614,0.0,396.74,0.0375,0.096,0.375,2011-01-07 09:00:00,2011-01-07 09:30:00
-11.979,85.016,84.426,52.119,96.4,2.457,0.29097,178.62,0.0,397.14,0.038,0.0955,0.38,2011-01-07 09:30:00,2011-01-07 10:00:00
-11.579,116.08,83.396,73.948,96.4,1.927,0.25899,248.72,0.0,397.2,0.0418,0.0955,0.418,2011-01-07 10:00:00,2011-01-07 10:30:00
-11.072,123.88,83.036,81.971,96.4,1.792,0.32784,269.72,0.0,396.79,0.0445,0.0955,0.44499999999999995,2011-01-07 10:30:00,2011-01-07 11:00:00
-10.868,163.75,82.692,110.81,96.4,1.905,0.30146,355.25,0.0,396.72,0.0462,0.0955,0.46199999999999997,2011-01-07 11:00:00,2011-01-07 11:30:00
-10.436,211.65,81.393,149.32,96.4,1.345,0.25367,454.1,0.0,396.76,0.0514,0.0955,0.514,2011-01-07 11:30:00,2011-01-07 12:00:00
-9.541,268.54,80.684,193.06,96.323,1.456,0.21145,570.91,0.0,396.91,0.0573,0.0955,0.573,2011-01-07 12:00:00,2011-01-07 12:30:00
-9.347,228.47,79.44,159.78,96.3,0.628,0.20188,492.22,0.0,397.16,0.0619,0.0955,0.619,2011-01-07 12:30:00,2011-01-07 13:00:00
-8.771,220.09,80.238,150.29,96.3,0.712,0.14112,471.92,0.0,397.25,0.0622,0.0955,0.622,2011-01-07 13:00:00,2011-01-07 13:30:00
-8.806,217.97,79.448,143.14,96.3,0.895,0.22681,465.73,0.0,397.32,0.0645,0.095,0.645,2011-01-07 13:30:00,2011-01-07 14:00:00
-8.787,188.03,76.626,113.82,96.3,0.513,0.23131,407.17,0.0,397.58,0.0735,0.095,0.735,2011-01-07 14:00:00,2011-01-07 14:30:00
-8.594,121.17,73.804,64.084,96.307,0.45,0.44544,268.45,0.0,397.68,0.0836,0.095,0.836,2011-01-07 14:30:00,2011-01-07 15:00:00
-8.597,124.37,74.853,49.886,96.4,1.054,0.1625,273.42,0.0,397.69,0.0803,0.095,0.8029999999999999,2011-01-07 15:00:00,2011-01-07 15:30:00
