TA_F,SW_IN_F,RH,NETRAD,PA_F,WS_F,USTAR,PPFD_IN,P_F,CO2_F,VPD_kPa,SWC_m3m3,VPD_F,TIMESTAMP_START,TIMESTAMP_END
-2.278,0.0,71.153,-53.762,98.2,4.424,0.55517,0.7303633333333334,0.0,398.26,0.1491,0.1005,1.491,2011-11-30 02:30:00,2011-11-30 03:00:00
-1.953,0.0,71.208,-49.189,98.2,4.658,0.69415,0.6998966666666666,0.0,398.26,0.1524,0.1005,1.524,2011-11-30 03:00:00,2011-11-30 03:30:00
-1.51,0.0,71.716,-45.247,98.133,5.803,0.7982,0.66943,0.0,397.96,0.1547,0.1005,1.5470000000000002,2011-11-30 03:30:00,2011-11-30 04:00:00
-1.508,0.0,71.966,-54.995,98.1,5.894,0.85356,0.640695,0.0,397.83,0.1534,0.1005,1.534,2011-11-30 04:00:00,2011-11-30 04:30:00
-1.697,0.0,74.709,-83.05,98.12,5.581,0.8324,0.61196,0.0,397.8,0.1365,0.1005,1.3650000000000002,2011-11-30 04:30:00,2011-11-30 05:00:00
-1.825,0.0,75.637,-95.495,98.2,5.566,0.84594,0.42819,0.0,397.75,0.1302,0.1005,1.302,2011-11-30 05:00:00,2011-11-30 05:30:00
-1.92,0.0,73.196,-96.651,98.167,6.343,0.84591,0.21892,0.0,397.39,0.1423,0.1,1.423,2011-11-30 05:30:00,2011-11-30 06:00:00
-1.923,0.0,68.555,-95.466,98.19,6.083,0.80356,0.18113,0.0,396.85,0.1668,0.0994999999999999,1.6680000000000001,2011-11-30 06:00:00,2011-11-30 06:30:00
-1.961,0.0,67.785,-93.125,98.2,5.001,0.74614,0.53688,0.0,395.97,0.1704,0.0994999999999999,1.704,2011-11-30 06:30:00,2011-11-30 07:00:00
-1.916,0.0,72.539,-88.419,98.2,4.585,0.51563,0.036284,0.0,395.97,0.1457999999999999,0.1,1.457999999999999,2011-11-30 07:00:00,2011-11-30 07:30:00
-1.913,0.0,76.337,-86.31,98.2,4.206,0.54797,3.7147,0.0,395.97,0.1256999999999999,0.0994999999999999,1.256999999999999,2011-11-30 07:30:00,2011-11-30 08:00:00
-1.643,15.671,78.936,-78.113,98.23,4.125,0.49804,32.611,0.0,395.8,0.1141,0.0994999999999999,1.141,2011-11-30 08:00:00,2011-11-30 08:30:00
-1.345,26.892,80.805,-68.041,98.3,3.251,0.41161,65.398,0.0,395.72,0.1062999999999999,0.1,1.0629999999999988,2011-11-30 08:30:00,2011-11-30 09:00:00
-0.962,108.06,79.992,-4.3429,98.3,3.463,0.40338,212.58,0.0,395.44,0.1139999999999999,0.0994999999999999,1.139999999999999,2011-11-30 09:00:00,2011-11-30 09:30:00
0.139,224.2,74.826,92.484,98.3,3.125,0.45294,420.0,0.0,395.14,0.1554,0.1,1.554,2011-11-30 09:30:00,2011-11-30 10:00:00
1.116,283.23,70.185,150.38,98.323,4.052,0.49089,540.89,0.0,394.89,0.1975,0.0994999999999999,1.975,2011-11-30 10:00:00,2011-11-30 10:30:00
1.776,333.09,67.606,198.86,98.32,4.002,0.75421,645.75,0.0,394.64,0.225,0.0994999999999999,2.25,2011-11-30 10:30:00,2011-11-30 11:00:00
2.266,370.08,67.191,235.54,98.367,4.139,0.80487,726.74,0.0,394.5,0.236,0.0994999999999999,2.36,2011-11-30 11:00:00,2011-11-30 11:30:00
2.612,395.28,66.396,259.85,98.3,4.131,0.68468,782.54,0.0,394.47,0.2478,0.0994999999999999,2.4779999999999998,2011-11-30 11:30:00,2011-11-30 12:00:00
2.738,405.91,66.413,269.11,98.3,4.932,0.82993,805.36,0.0,394.49,0.2499,0.0994999999999999,2.499,2011-11-30 12:00:00,2011-11-30 12:30:00
3.163,405.48,64.897,267.11,98.3,5.439,0.88357,805.75,0.0,394.57,0.2692,0.0994999999999999,2.692,2011-11-30 12:30:00,2011-11-30 13:00:00
3.274,392.55,66.014,253.84,98.37,5.866,0.67324,779.6,0.0,394.76,0.2627,0.0994999999999999,2.627,2011-11-30 13:00:00,2011-11-30 13:30:00
3.504,364.88,62.507,226.38,98.4,4.852,0.87511,723.61,0.0,394.69,0.2945,0.0994999999999999,2.945,2011-11-30 13:30:00,2011-11-30 14:00:00
3.992,324.91,54.522,187.11,98.4,5.38,0.64936,642.74,0.0,394.63,0.3698,0.0994999999999999,3.6980000000000004,2011-11-30 14:00:00,2011-11-30 14:30:00
4.524,282.85,45.774,147.42,98.4,3.958,0.83677,556.24,0.0,394.52,0.4577,0.0994999999999999,4.577,2011-11-30 14:30:00,2011-11-30 15:00:00
4.568,228.76,47.461,124.1,98.4,4.191,0.61263,440.1,0.0,394.62,0.4448,0.0994999999999999,4.4479999999999995,2011-11-30 15:00:00,2011-11-30 15:30:00
4.248,69.228,47.85,6.0138,98.457,3.802,0.64803,143.16,0.0,394.65,0.4317,0.0994999999999999,4.317,2011-11-30 15:30:00,2011-11-30 16:00:00
3.766,26.664,49.837,-17.219,98.5,4.092,0.56359,57.061,0.0,394.95,0.4014,0.0994999999999999,4.013999999999999,2011-11-30 16:00:00,2011-11-30 16:30:00
3.316,5.67,52.044,-24.657,98.537,3.544,0.57568,14.028,0.0,395.54,0.3718,0.099,3.718,2011-11-30 16:30:00,2011-11-30 17:00:00
3.154,0.0,56.765,-30.771,98.6,3.233,0.45418,1.0262,0.0,395.98,0.3313,0.0984999999999999,3.3129999999999997,2011-11-30 17:00:00,2011-11-30 17:30:00
3.079,0.0,61.073,-31.695,98.6,3.531,0.43876,0.34656,0.0,396.39,0.2967,0.0984999999999999,2.967,2011-11-30 17:30:00,2011-11-30 18:00:00
3.041,0.0,64.416,-46.088,98.6,3.248,0.40804,0.30561,0.0,396.58,0.2705,0.0984999999999999,2.705,2011-11-30 18:00:00,2011-11-30 18:30:00
3.008,0.0,65.378,-43.847,98.697,2.788,0.28874,0.20105,0.0,396.38,0.2626,0.0984999999999999,2.626,2011-11-30 18:30:00,2011-11-30 19:00:00
2.9,0.0,66.007,-41.372,98.7,2.995,0.29531,0.14138,0.0,396.32,0.2557999999999999,0.0984999999999999,2.557999999999999,2011-11-30 19:00:00,2011-11-30 19:30:00
2.85,0.0,66.269,-26.148,98.7,2.548,0.12866,0.1778,0.0,396.47,0.253,0.0984999999999999,2.5300000000000002,2011-11-30 19:30:00,2011-11-30 20:00:00
2.763,0.0,67.286,-35.389,98.717,1.172,0.12248,0.010201,0.0,396.7,0.2438,0.0984999999999999,2.4379999999999997,2011-11-30 20:00:00,2011-11-30 20:30:00
3.138,0.0,69.623,-26.393,98.8,2.167,0.11371,0.037575,0.0,396.86,0.2325,0.0984999999999999,2.325,2011-11-30 20:30:00,2011-11-30 21:00:00
3.231,0.0,70.768,-24.132,98.8,2.554,0.14937,0.064949,0.0,397.02,0.2251999999999999,0.0984999999999999,2.251999999999999,2011-11-30 21:00:00,2011-11-30 21:30:00
3.336,0.0,67.603,-21.687,98.8,2.154,0.17006,0.23711,0.0,397.08,0.2515,0.0984999999999999,2.515,2011-11-30 21:30:00,2011-11-30 22:00:00
3.35,0.0,62.62,-22.129,98.8,1.726,0.1472,0.37256,0.0,397.24,0.2905,0.0984999999999999,2.905,2011-11-30 22:00:00,2011-11-30 22:30:00
3.311,0.0,58.639,-23.738,98.833,1.838,0.18975,0.099702,0.0,396.92,0.3205,0.0984999999999999,3.205,2011-11-30 22:30:00,2011-11-30 23:00:00
3.271,0.0,57.067,-21.781,98.9,2.041,0.13528,0.23707,0.0,396.67,0.3317,0.0984999999999999,3.317,2011-11-30 23:00:00,2011-11-30 23:30:00
3.109,0.0,58.19,-17.39,98.9,2.165,0.18067,0.11983,0.0,397.14,0.3194,0.0984999999999999,3.194,2011-11-30 23:30:00,2011-12-01 00:00:00
2.731,0.0,60.506,-18.263,98.9,2.476,0.20756,0.16226,0.0,397.63,0.2936999999999999,0.0984999999999999,2.936999999999999,2011-12-01 00:00:00,2011-12-01 00:30:00
2.937,0.0,63.761,-18.828,98.9,2.859,0.27186,0.30816,0.0,398.33,0.2734999999999999,0.0975,2.734999999999999,2011-12-01 00:30:00,2011-12-01 01:00:00
2.802,0.0,64.101,-34.464,98.9,3.165,0.3038,0.293945,0.0,399.36,0.2683,0.0975,2.683,2011-12-01 01:00:00,2011-12-01 01:30:00
2.499,0.0,66.117,-32.613,99.0,2.312,0.18122,0.27973,0.0,400.19,0.2479,0.0975,2.479,2011-12-01 01:30:00,2011-12-01 02:00:00
2.818,0.0,66.014,-32.671,99.0,3.367,0.23072,0.44099,0.0,399.65,0.2543,0.0975,2.543,2011-12-01 02:00:00,2011-12-01 02:30:00
2.993,0.0,67.33,-21.79,99.0,3.694,0.26256,0.2451,0.0,399.48,0.2475,0.0975,2.475,2011-12-01 02:30:00,2011-12-01 03:00:00
3.212,0.0,70.068,-11.693,99.0,3.175,0.19771,0.25167,0.0,399.37,0.2303,0.0975,2.303,2011-12-01 03:00:00,2011-12-01 03:30:00
3.142,0.0,83.533,-4.1662,99.077,3.665,0.3391,0.2013,0.3,399.75,0.1261,0.0975,1.261,2011-12-01 03:30:00,2011-12-01 04:00:00
2.439,0.0,90.699,-3.0807,99.01,2.942,0.32831,0.15093,0.1,398.1,0.0677,0.0975,0.6769999999999999,2011-12-01 04:00:00,2011-12-01 04:30:00
2.507,0.0,92.056,-4.0911,99.003,3.339,0.51153,0.10056,0.1,397.66,0.0581,0.0975,0.581,2011-12-01 04:30:00,2011-12-01 05:00:00
1.948,0.0,94.106,-2.3397,99.1,3.055,0.58162,0.21475,0.1,397.26,0.0414,0.0975,0.414,2011-12-01 05:00:00,2011-12-01 05:30:00
1.7,0.0,92.074,-2.5037,99.083,3.165,0.45393,0.32894,0.0,396.33,0.0548,0.0975,0.548,2011-12-01 05:30:00,2011-12-01 06:00:00
2.291,0.0,92.116,-2.0596,99.1,3.162,0.55752,0.2531,0.1,396.35,0.0567999999999999,0.0975,0.567999999999999,2011-12-01 06:00:00,2011-12-01 06:30:00
2.154,0.0,94.152,-1.8233,99.1,2.381,0.76685,0.2256566666666666,0.0,397.02,0.0417,0.0975,0.41700000000000004,2011-12-01 06:30:00,2011-12-01 07:00:00
1.763,0.0,94.007,-2.0036,99.107,2.434,0.7190500000000001,0.1982133333333333,0.1,397.81,0.0416,0.0975,0.416,2011-12-01 07:00:00,2011-12-01 07:30:00
1.826,0.0,94.93,-1.7729,99.2,2.485,0.67125,0.17077,0.1,398.07,0.0353,0.0975,0.353,2011-12-01 07:30:00,2011-12-01 08:00:00
1.511,2.447,95.538,0.54016,99.2,2.536,0.6234500000000001,5.2262,0.1,398.21,0.0304,0.098,0.304,2011-12-01 08:00:00,2011-12-01 08:30:00
1.413,20.813,96.048,16.885,99.2,2.587,0.57565,42.313,0.1,398.45,0.0267,0.098,0.267,2011-12-01 08:30:00,2011-12-01 09:00:00
1.379,50.898,96.45,44.483,99.297,2.638,0.52785,98.582,0.0,398.77,0.024,0.098,0.24,2011-12-01 09:00:00,2011-12-01 09:30:00
1.478,80.721,96.414,71.845,99.3,2.689,0.48005,156.12,0.1,397.9,0.0243999999999999,0.098,0.243999999999999,2011-12-01 09:30:00,2011-12-01 10:00:00
1.552,68.221,95.723,60.484,99.3,2.74,0.43225,134.69,0.1,397.27,0.0291999999999999,0.0984999999999999,0.291999999999999,2011-12-01 10:00:00,2011-12-01 10:30:00
1.503,77.079,95.009,68.717,99.3,2.771,0.38445,152.53,0.0,397.06,0.034,0.0984999999999999,0.34,2011-12-01 10:30:00,2011-12-01 11:00:00
1.36,71.109,94.85,62.96,99.3,2.276,0.58779,143.99,0.2,396.27,0.0346999999999999,0.0984999999999999,0.346999999999999,2011-12-01 11:00:00,2011-12-01 11:30:00
1.498,114.28,94.935,103.03,99.3,3.024,0.5094766666666667,226.22,0.0,395.83,0.0344999999999999,0.0984999999999999,0.344999999999999,2011-12-01 11:30:00,2011-12-01 12:00:00
1.584,126.81,93.902,114.21,99.3,3.118,0.4311633333333333,249.28,0.1,395.7,0.0418,0.099,0.418,2011-12-01 12:00:00,2011-12-01 12:30:00
1.591,107.44,92.016,95.59,99.3,3.886,0.35285,213.56,0.0,396.24,0.0547,0.099,0.5469999999999999,2011-12-01 12:30:00,2011-12-01 13:00:00
1.592,110.92,92.414,98.669,99.3,3.51,0.47131,219.24,0.0,396.99,0.052,0.099,0.52,2011-12-01 13:00:00,2011-12-01 13:30:00
1.58,96.857,92.566,85.618,99.3,3.411,0.64855,192.41,0.1,397.23,0.0509,0.099,0.509,2011-12-01 13:30:00,2011-12-01 14:00:00
1.379,57.419,93.554,68.6065,99.3,3.501,0.6589715384615384,115.15,0.0,397.03,0.0435,0.099,0.43499999999999994,2011-12-01 14:00:00,2011-12-01 14:30:00
1.524,59.99,95.151,51.595,99.3,3.598,0.6693930769230769,119.06,0.2,396.82,0.0331,0.099,0.33099999999999996,2011-12-01 14:30:00,2011-12-01 15:00:00
0.844,41.78,95.587,35.442,99.317,3.695,0.6798146153846154,81.276,0.1,395.77,0.0286999999999999,0.0994999999999999,0.286999999999999,2011-12-01 15:00:00,2011-12-01 15:30:00
0.915,26.836,94.574,21.765,99.4,3.792,0.6902361538461538,52.43,0.0,395.08,0.0354,0.1,0.354,2011-12-01 15:30:00,2011-12-01 16:00:00
0.787,10.708,94.764,6.9821,99.4,3.889,0.7006576923076923,19.844,0.1,395.11,0.0339,0.1,0.33899999999999997,2011-12-01 16:00:00,2011-12-01 16:30:00
0.702,3.26,91.266,-0.077558,99.4,3.956,0.7110792307692307,6.5529,0.0,395.2,0.0562,0.1,0.562,2011-12-01 16:30:00,2011-12-01 17:00:00
0.664,0.0,84.773,-2.864,99.477,4.023,0.7215007692307692,4.41067,0.0,395.32,0.0975999999999999,0.1,0.975999999999999,2011-12-01 17:00:00,2011-12-01 17:30:00
0.27,0.0,89.113,-1.7501,99.5,4.09,0.7319223076923077,2.26844,0.0,395.98,0.0678,0.1,0.6779999999999999,2011-12-01 17:30:00,2011-12-01 18:00:00
0.057,0.0,85.14,-3.8818,99.5,4.157,0.7423438461538462,0.12621,0.0,396.49,0.0912,0.1,0.912,2011-12-01 18:00:00,2011-12-01 18:30:00
-0.16,0.0,82.786,-2.669,99.5,4.224,0.7527653846153846,0.30884,0.0,396.51,0.104,0.1,1.04,2011-12-01 18:30:00,2011-12-01 19:00:00
-0.494,0.0,80.683,-2.7989,99.5,4.291,0.763186923076923,0.21689,0.0,396.17,0.1139,0.1,1.139,2011-12-01 19:00:00,2011-12-01 19:30:00
-1.188,0.0,76.537,-4.5956,99.597,4.208,0.7736084615384615,0.23729,0.0,395.53,0.1314,0.1,1.3139999999999998,2011-12-01 19:30:00,2011-12-01 20:00:00
-1.73,0.0,73.475,-7.1395,99.6,4.969,0.78403,0.23087,0.0,395.29,0.1427999999999999,0.1,1.427999999999999,2011-12-01 20:00:00,2011-12-01 20:30:00
-2.058,0.0,74.24,-8.5815,99.6,4.118,0.6721,0.1342735,0.0,395.44,0.1353,0.1,1.353,2011-12-01 20:30:00,2011-12-01 21:00:00
-2.359,0.0,74.318,-9.1312,99.6,4.37,0.63423,0.037677,0.0,395.57,0.1319,0.1,1.319,2011-12-01 21:00:00,2011-12-01 21:30:00
-2.568,0.0,73.056,-10.984,99.6,4.837,0.68368,0.008109,0.0,395.43,0.1363,0.1,1.363,2011-12-01 21:30:00,2011-12-01 22:00:00
-2.805,0.0,72.914,-13.673,99.6,4.748,0.71212,0.1902495,0.0,395.29,0.1346,0.1,1.346,2011-12-01 22:00:00,2011-12-01 22:30:00
-3.024,0.0,72.403,-15.944,99.6,4.269,0.75865,0.37239,0.0,395.11,0.1349,0.1,1.349,2011-12-01 22:30:00,2011-12-01 23:00:00
-3.244,0.0,71.225,-28.776,99.6,3.788,0.59398,0.3742999999999999,0.0,394.98,0.1384,0.0994999999999999,1.384,2011-12-01 23:00:00,2011-12-01 23:30:00
-3.384,0.0,71.589,-46.273,99.6,2.914,0.42812,0.37621,0.0,395.06,0.1352,0.0994999999999999,1.3519999999999999,2011-12-01 23:30:00,2011-12-02 00:00:00
-3.41,0.0,70.305,-42.865,99.6,2.518,0.424,0.16381,0.0,395.21,0.1411,0.0994999999999999,1.411,2011-12-02 00:00:00,2011-12-02 00:30:00
-3.487,0.0,71.506,-25.128,99.6,2.077,0.24724,0.33128,0.0,395.46,0.1346,0.0994999999999999,1.346,2011-12-02 00:30:00,2011-12-02 01:00:00
-3.379,0.0,72.948,-24.207,99.6,1.978,0.24239,0.19566,0.0,395.79,0.1288,0.0994999999999999,1.288,2011-12-02 01:00:00,2011-12-02 01:30:00
-3.216,0.0,71.301,-41.395,99.6,2.973,0.41173,0.4285,0.0,395.43,0.1383,0.0994999999999999,1.383,2011-12-02 01:30:00,2011-12-02 02:00:00
-3.233,0.0,68.943,-34.585,99.6,3.0,0.38904,0.37069,0.0,394.91,0.1495,0.099,1.4949999999999999,2011-12-02 02:00:00,2011-12-02 02:30:00
-3.218,0.0,68.761,-27.895,99.693,3.114,0.34064,0.51366,0.0,394.76,0.1505,0.099,1.505,2011-12-02 02:30:00,2011-12-02 03:00:00
-3.176,0.0,68.684,-24.23,99.7,3.051,0.38025,0.65663,0.0,394.57,0.1514,0.099,1.514,2011-12-02 03:00:00,2011-12-02 03:30:00
-3.179,0.0,65.808,-25.075,99.67,3.648,0.40166,0.18604,0.0,394.49,0.1651999999999999,0.099,1.651999999999999,2011-12-02 03:30:00,2011-12-02 04:00:00
-3.218,0.0,66.527,-23.65,99.677,2.675,0.3429,0.1310085,0.0,394.73,0.1613,0.099,1.613,2011-12-02 04:00:00,2011-12-02 04:30:00
-3.271,0.0,67.637,-28.339,99.7,2.031,0.3186,0.075977,0.0,394.89,0.1553,0.099,1.553,2011-12-02 04:30:00,2011-12-02 05:00:00
-3.284,0.0,67.675,-25.01,99.7,2.346,0.32165,0.136358,0.0,394.98,0.155,0.099,1.55,2011-12-02 05:00:00,2011-12-02 05:30:00
-3.237,0.0,66.372,-23.076,99.7,2.484,0.49389,0.196739,0.0,394.85,0.1618,0.099,1.6179999999999999,2011-12-02 05:30:00,2011-12-02 06:00:00
-3.241,0.0,63.557,-22.87,99.777,3.042,0.51355,0.25712,0.0,394.56,0.1752999999999999,0.099,1.752999999999999,2011-12-02 06:00:00,2011-12-02 06:30:00
-3.308,0.0,63.826,-22.761,99.8,2.54,0.35455,0.8972466666666667,0.0,394.51,0.1731,0.099,1.731,2011-12-02 06:30:00,2011-12-02 07:00:00
-3.356,0.0,63.422,-26.873,99.8,2.821,0.49345,1.5373733333333337,0.0,394.38,0.1745,0.099,1.7449999999999999,2011-12-02 07:00:00,2011-12-02 07:30:00
-3.477,0.125,63.253,-28.947,99.8,1.908,0.33328,2.1775,0.0,394.39,0.1737,0.099,1.7369999999999999,2011-12-02 07:30:00,2011-12-02 08:00:00
-3.532,11.574,62.58,-26.351,99.877,2.103,0.31244,26.859,0.0,394.46,0.1760999999999999,0.099,1.760999999999999,2011-12-02 08:00:00,2011-12-02 08:30:00
-3.537,42.188,61.954,-10.789,99.9,1.723,0.27654,85.17,0.0,394.47,0.179,0.099,1.79,2011-12-02 08:30:00,2011-12-02 09:00:00
-3.495,91.8,60.421,23.348,99.9,2.293,0.29892,182.7,0.0,394.23,0.1868,0.099,1.8679999999999999,2011-12-02 09:00:00,2011-12-02 09:30:00
-3.3,128.77,59.902,52.971,99.95,1.595,0.51923,259.6,0.0,394.19,0.192,0.099,1.92,2011-12-02 09:30:00,2011-12-02 10:00:00
-3.108,172.55,58.817,87.572,100.0,1.993,0.43219,348.23,0.0,394.05,0.2001,0.099,2.001,2011-12-02 10:00:00,2011-12-02 10:30:00
-2.725,316.93,57.427,211.14,100.0,2.471,0.30517,619.9,0.0,394.04,0.2128,0.099,2.128,2011-12-02 10:30:00,2011-12-02 11:00:00
-2.387,289.71,56.098,176.55,100.01,1.308,0.30638,588.34,0.0,393.96,0.2251,0.099,2.251,2011-12-02 11:00:00,2011-12-02 11:30:00
-1.775,404.02,52.702,258.66,100.05,2.376,0.57685,804.78,0.0,393.91,0.2537,0.099,2.537,2011-12-02 11:30:00,2011-12-02 12:00:00
-1.283,403.33,52.826,260.35,100.0,2.29,0.68588,811.82,0.0,393.99,0.2624,0.099,2.624,2011-12-02 12:00:00,2011-12-02 12:30:00
-1.388,202.1,56.054,93.121,100.0,3.37,0.59241,430.16,0.0,394.05,0.2426,0.099,2.426,2011-12-02 12:30:00,2011-12-02 13:00:00
-1.056,285.8,56.55,161.95,100.0,3.487,0.78969,585.45,0.0,394.06,0.2458,0.099,2.4579999999999997,2011-12-02 13:00:00,2011-12-02 13:30:00
-0.626,359.44,53.78,218.63,100.0,3.892,0.77086,720.72,0.0,394.52,0.2698,0.099,2.698,2011-12-02 13:30:00,2011-12-02 14:00:00
-0.539,306.46,52.59,173.34,100.0,3.485,0.5159,617.13,0.0,394.28,0.2785,0.099,2.785,2011-12-02 14:00:00,2011-12-02 14:30:00
-0.365,258.78,52.639,127.73,99.983,3.789,0.36529,519.19,0.0,394.02,0.2818,0.099,2.818,2011-12-02 14:30:00,2011-12-02 15:00:00
-0.176,205.45,52.295,76.395,100.0,3.386,0.57346,407.47,0.0,393.98,0.2878,0.099,2.878,2011-12-02 15:00:00,2011-12-02 15:30:00
-0.12,143.7,53.537,20.573,100.0,2.822,0.53689,283.51,0.0,394.16,0.2814,0.099,2.814,2011-12-02 15:30:00,2011-12-02 16:00:00
-0.221,76.261,53.713,-36.942,100.0,3.368,0.5254,141.1,0.0,394.37,0.2783,0.099,2.783,2011-12-02 16:00:00,2011-12-02 16:30:00
-0.61,19.158,54.576,-79.428,100.0,2.733,0.34468,35.432,0.0,394.71,0.2654999999999999,0.099,2.654999999999999,2011-12-02 16:30:00,2011-12-02 17:00:00
-0.936,0.0,56.236,-92.261,100.0,3.092,0.26445,2.9553,0.0,394.91,0.2496999999999999,0.0984999999999999,2.496999999999999,2011-12-02 17:00:00,2011-12-02 17:30:00
-1.129,0.0,57.716,-92.443,100.0,3.791,0.33973,0.41055,0.0,394.99,0.2379,0.098,2.379,2011-12-02 17:30:00,2011-12-02 18:00:00
-1.306,0.0,58.191,-91.905,100.0,3.742,0.41146,0.34977,0.0,395.11,0.2322,0.0984999999999999,2.322,2011-12-02 18:00:00,2011-12-02 18:30:00
-1.415,0.0,58.986,-91.712,100.0,3.665,0.32832,0.42296,0.0,395.23,0.2259,0.0984999999999999,2.259,2011-12-02 18:30:00,2011-12-02 19:00:00
-1.56,0.0,61.191,-90.569,100.0,4.083,0.29036,0.59285,0.0,395.3,0.2115,0.0984999999999999,2.1149999999999998,2011-12-02 19:00:00,2011-12-02 19:30:00
-1.556,0.0,62.199,-90.649,100.0,4.249,0.28386,0.0061258,0.0,395.48,0.2061,0.0984999999999999,2.061,2011-12-02 19:30:00,2011-12-02 20:00:00
-1.554,0.0,64.907,-91.256,100.0,4.623,0.31851,0.0865105333333333,0.0,395.79,0.1913,0.0984999999999999,1.913,2011-12-02 20:00:00,2011-12-02 20:30:00
-1.668,0.0,66.464,-92.633,100.0,4.495,0.36974,0.1668952666666666,0.0,396.57,0.1813,0.0984999999999999,1.813,2011-12-02 20:30:00,2011-12-02 21:00:00
-1.882,0.0,67.816,-93.139,100.0,4.713,0.35764,0.24728,0.0,397.22,0.1713,0.098,1.713,2011-12-02 21:00:00,2011-12-02 21:30:00
-2.164,0.0,70.726,-92.472,100.0,4.59,0.32278,0.152639,0.0,397.66,0.1526,0.098,1.5260000000000002,2011-12-02 21:30:00,2011-12-02 22:00:00
-2.271,0.0,71.961,-90.627,100.0,4.668,0.26148,0.057998,0.0,397.84,0.145,0.0975,1.45,2011-12-02 22:00:00,2011-12-02 22:30:00
-2.369,0.0,74.8,-89.49,100.0,4.914,0.31879,0.11135,0.0,398.04,0.1294,0.0975,1.2939999999999998,2011-12-02 22:30:00,2011-12-02 23:00:00
-2.316,0.0,75.615,-88.495,99.983,4.248,0.22455,0.85128,0.0,397.74,0.1256999999999999,0.0975,1.256999999999999,2011-12-02 23:00:00,2011-12-02 23:30:00
-2.266,0.0,76.911,-86.712,99.9,4.407,0.24112,0.623005,0.0,397.66,0.1193999999999999,0.0975,1.193999999999999,2011-12-02 23:30:00,2011-12-03 00:00:00
-2.122,0.0,78.146,-84.639,99.9,4.624,0.2951,0.39473,0.0,397.76,0.1143,0.11,1.143,2011-12-03 00:00:00,2011-12-03 00:30:00
-1.807,0.0,78.329,-83.337,99.9,4.62,0.32375,0.49125,0.0,397.89,0.1159999999999999,0.0975,1.159999999999999,2011-12-03 00:30:00,2011-12-03 01:00:00
-1.766,0.0,79.626,-84.879,99.82,4.74,0.39713,0.510065,0.0,398.12,0.1094,0.0975,1.0939999999999999,2011-12-03 01:00:00,2011-12-03 01:30:00
-1.612,0.0,80.58,-84.646,99.8,4.735,0.52062,0.52888,0.0,398.28,0.1054,0.0975,1.0539999999999998,2011-12-03 01:30:00,2011-12-03 02:00:00
-1.463,0.0,80.436,-84.619,99.8,5.086,0.56397,0.40738,0.0,398.33,0.1074,0.0975,1.0739999999999998,2011-12-03 02:00:00,2011-12-03 02:30:00
-1.374,0.0,80.255,-77.553,99.713,4.812,0.49635,0.029651,0.0,398.38,0.1091,0.0975,1.091,2011-12-03 02:30:00,2011-12-03 03:00:00
-1.23,0.0,79.606,-70.18,99.7,4.675,0.37985,0.41595,0.0,398.35,0.1139,0.0975,1.139,2011-12-03 03:00:00,2011-12-03 03:30:00
-2.189,0.0,88.445,-62.763,99.63,4.473,0.37557,0.0011659,0.0,399.46,0.0601,0.0975,0.601,2011-12-03 03:30:00,2011-12-03 04:00:00
-2.232,0.0,89.243,-45.401,99.6,4.247,0.348,0.14742,0.0,399.61,0.0558,0.0975,0.558,2011-12-03 04:00:00,2011-12-03 04:30:00
-2.003,0.0,87.164,-12.05,99.6,4.271,0.47453,0.025898,0.0,399.83,0.0677,0.0975,0.6769999999999999,2011-12-03 04:30:00,2011-12-03 05:00:00
-1.757,0.0,85.919,-7.0402,99.523,5.239,0.5087,0.077609,0.0,400.0,0.0756,0.0975,0.756,2011-12-03 05:00:00,2011-12-03 05:30:00
-1.428,0.028,83.552,-5.6801,99.5,4.65,0.50376,0.12932,0.0,400.15,0.0905,0.0975,0.905,2011-12-03 05:30:00,2011-12-03 06:00:00
-1.123,0.062,81.955,-3.3507,99.443,4.701,0.57157,0.20755,0.0,400.54,0.1016,0.0975,1.016,2011-12-03 06:00:00,2011-12-03 06:30:00
-0.771,0.0,82.882,-0.66038,99.4,4.414,0.45074,0.250935,0.0,401.29,0.0989,0.0975,0.989,2011-12-03 06:30:00,2011-12-03 07:00:00
-0.479,0.0,86.212,0.21414,99.4,4.797,0.46955,0.29432,0.0,402.33,0.0814,0.0975,0.8140000000000001,2011-12-03 07:00:00,2011-12-03 07:30:00
0.104,0.193,91.096,2.963,99.4,4.917,0.56325,3.35501,0.2,403.25,0.0548,0.0975,0.548,2011-12-03 07:30:00,2011-12-03 08:00:00
0.65,3.488,92.305,9.0325,99.4,5.875,0.5485078571428572,6.4157,0.7,404.4,0.0493,0.0975,0.493,2011-12-03 08:00:00,2011-12-03 08:30:00
0.873,18.108,93.814,15.102,99.33,5.886,0.5337657142857143,34.033,1.0,405.27,0.0403,0.098,0.403,2011-12-03 08:30:00,2011-12-03 09:00:00
1.075,17.498,95.193,13.959,99.3,5.897,0.5190235714285715,35.901,1.1,405.63,0.0318,0.099,0.318,2011-12-03 09:00:00,2011-12-03 09:30:00
1.609,20.49,96.496,13.528,99.3,5.909,0.5042814285714285,45.034,1.3,405.91,0.024,0.102,0.24,2011-12-03 09:30:00,2011-12-03 10:00:00
1.805,17.474,96.333,16.107,99.3,5.92,0.4895392857142857,44.491,1.0,405.99,0.0255,0.1045,0.255,2011-12-03 10:00:00,2011-12-03 10:30:00
