Day of the Year (DOY),Stand transpiration (mm/h),E. parramattensis (mm/h),A. bakeri (mm/h),Radiation (W/m2),T(degC),VPD (kPa),Volumetric water content (m3/m3),Rain (mm)
138.08,0,0,0,0,17.5,0.085997693,0.103066667,0
138.1,0,0,0,0,17.5,0.071998068,0.103483333,0
138.12,0,0,0,0,17.2,0.064784488,0.1039,0
138.15,0,0,0,0,17.3,0.047408556,0.104,0.8
138.17,0,0,0,0,17.2,0.039263326,0.104,0.6
138.19,0,0,0,0,17.1,0.035118816,0.1035625,1.2
138.21,0,0,0,0,17.2,0.029447495,0.103041667,0.6
138.23,0,0,0,0,17.2,0.027484328,0.103,0.6
138.25,0,0,0,0,17.2,0.027484328,0.103,0.2
138.27,0,0,0,0,17.3,0.025679635,0.103,0.4
138.29,0,0,0,0,17.2,0.025521162,0.103,0.2
138.31,0,0,0,4,17.3,0.025679635,0.103,0.6
138.33,0,0,0,25,17.4,0.023851396,0.103066667,0.2
138.35,0,0,0,12,17.5,0.025999302,0.103483333,0.8
138.37,0,0,0,30,17.7,0.028347457,0.1039,1.2
138.4,0,0,0,22,17.4,0.045715177,0.1028125,6.8
138.42,0,0,0,37,17.1,0.050727179,0.10125,0.6
138.44,0,0,0,115,17.1,0.074139723,0.101875,0.2
138.46,0,0,0,60,16.8,0.137886729,0.102916667,0.2
138.48,0,0,0,39,16.2,0.166049987,0.103,0.8
138.5,0,0,0,22,15.8,0.22494672,0.103,0.2
138.52,0,0,0,60,15.6,0.181278593,0.103520833,0
138.54,0,0,0,48,15.6,0.184833075,0.104,0
138.56,0,0,0,62,15.5,0.185447677,0.104,0
138.58,0,0,0,307,16.4,0.31757705,0.103933333,0
138.6,0,0,0,351,18.2,0.570093838,0.103516667,0
138.62,0,0,0,154,18.5,0.646668206,0.1031,0
138.65,0,0,0,202,18.6,0.609993491,0.103,0
138.67,0,0,0,126,18.6,0.67634366,0.103,0
138.69,0,0,0,29,18.4,0.794917757,0.1034375,0
138.71,0,0,0,4,17.2,0.626250053,0.103958333,0
138.73,0,0,0,0,17.4,0.806972248,0.103520833,0
138.75,0,0,0,0,17.4,0.834798877,0.103,0
138.77,0,0,0,0,16.1,0.612404743,0.103520833,0
138.79,0,0,0,0,17.3,0.841501872,0.103958333,0
138.81,0,0,0,0,17.2,0.838272015,0.1034375,0.2
138.83,0,0,0,0,16,0.595845941,0.103,0
138.85,0,0,0,0,15.3,0.519773919,0.103,0
138.87,0,0,0,0,15.9,0.621116243,0.103,0
138.9,0,0,0,0,16.2,0.662354947,0.103,0
138.92,0,0,0,0,17.3,0.833600446,0.103,0
138.94,0,0,0,0,17.3,0.837551159,0.103,0
138.96,0,0,0,0,17.5,0.867976713,0.103,0
138.98,0,0,0,0,16.8,0.769867568,0.103479167,0
139,0,0,0,0,16.3,0.720328761,0.104,0
139.02,0,0,0,0,16.1,0.694914365,0.103479167,0
139.04,0,0,0,0,15.9,0.673630444,0.102916667,0
139.06,0,0,0,0,15.6,0.638029557,0.101875,0
139.08,0,0,0,0,16,0.734330013,0.101,0
139.1,0,0,0,0,14.7,0.534168195,0.101,0
139.12,0,0,0,0,14.4,0.504395197,0.101,0
139.15,0,0,0,0,14.5,0.524170491,0.101,0
139.17,0,0,0,0,15,0.599102963,0.101,0
139.19,0,0,0,0,13.6,0.404293372,0.101875,0
139.21,0,0,0,0,12.9,0.260771664,0.102916667,0
139.23,0,0,0,0,12.4,0.252542613,0.1015625,0
139.25,0,0,0,0,11.8,0.170339974,0.1,0
139.27,0,0,0,0,12.9,0.29674017,0.1015625,0
139.29,0,0,0,10,13.2,0.304005407,0.103,0
139.31,0,0,0,79,13.1,0.256534394,0.103,0
139.33,0,0,0,170,14.7,0.377949194,0.103,0
139.35,0,0,0,295,16.7,0.679458477,0.103,0
139.37,0,0,0,375,17.8,0.774197279,0.103,0
139.4,0,0,0,445,19.2,0.992655453,0.102208333,0
139.42,0,0,0,541,20.1,1.163896345,0.101166667,0
139.44,0,0,0,552,20.4,1.271467803,0.1005625,0
139.46,0,0,0,593,20.9,1.384768289,0.100041667,0
139.48,0,0,0,590,20.8,1.393496222,0.1,0
139.5,0,0,0,564,21.3,1.441634569,0.1,0
139.52,0,0,0,550,21.2,1.460491767,0.1,0
139.54,0,0,0,520,21.4,1.491073485,0.1,0
139.56,0,0,0,482,21.6,1.522169868,0.1,0
139.58,0,0,0,438,21.3,1.537575223,0.100066667,0
139.6,0,0,0,382,21.3,1.535050469,0.100483333,0
139.62,0,0,0,314,21,1.51966359,0.1009,0
139.65,0,0,0,233,20.4,1.414866427,0.101,0
139.67,0,0,0,118,19.3,1.237842288,0.101,0
139.69,0,0,0,28,18.6,1.181461077,0.101,0
139.71,0,0,0,4,18.2,1.140187676,0.101,0
139.73,0,0,0,0,17.7,1.075178544,0.100520833,0
139.75,0,0,0,0,16.8,0.900093923,0.1,0
139.77,0,0,0,0,15,0.617931913,0.100520833,0
139.79,0,0,0,0,15.1,0.633876652,0.101,0
139.81,0,0,0,0,14.9,0.637880327,0.101,0
139.83,0,0,0,0,14.9,0.64298337,0.101,0
139.85,0,0,0,0,14.1,0.593600224,0.101,0
139.87,0,0,0,0,13.4,0.457983556,0.101,0
139.9,0,0,0,0,13.7,0.465215589,0.101,0
139.92,0,0,0,0,13.9,0.503089982,0.101,0
139.94,0,0,0,0,13.7,0.462061585,0.1005625,0
139.96,0,0,0,0,12.8,0.361858577,0.100041667,0
139.98,0,0,0,0,12.4,0.31204978,0.1,0
140,0,0,0,0,12.1,0.269060522,0.1,0
140.02,0,0,0,0,12,0.251768633,0.1,0
140.04,0,0,0,0,11.9,0.23468625,0.100041667,0
140.06,0,0,0,0,12,0.24611091,0.1005625,0
140.08,0,0,0,0,11.2,0.18529348,0.101,0
140.1,0,0,0,0,10.4,0.103172422,0.101,0
140.12,0,0,0,0,10.4,0.082792684,0.101,0
140.15,0,0,0,0,10.4,0.067507881,0.101,0
140.17,0,0,0,0,10.8,0.125557446,0.101,0
140.19,0,0,0,0,10.9,0.168515992,0.101,0
140.21,0,0,0,0,11.1,0.200090836,0.101,0
140.23,0,0,0,0,11.7,0.260793098,0.100520833,0
140.25,0,0,0,0,11.4,0.242145989,0.1,0
140.27,0,0,0,0,11.3,0.236515447,0.1,0
140.29,0,0,0,11,10.2,0.128203195,0.100041667,0
140.31,0,0,0,85,10.8,0.149099467,0.1005625,0
140.33,0,0,0,200,12.5,0.30237624,0.100933333,0
140.35,0,0,0,291,13.8,0.422149806,0.100516667,0
140.37,0,0,0,367,14.7,0.517370453,0.1001,0
140.4,0,0,0,431,15.8,0.628051241,0.1,0
140.42,0,0,0,483,16.6,0.699841554,0.1,0
140.44,0,0,0,522,17.5,0.777979128,0.1,0
140.46,0,0,0,548,18.5,0.91469516,0.1,0
140.48,0,0,0,559,19.7,1.227347526,0.099041667,0
140.5,0,0,0,555,19.9,1.237830298,0.098,0
140.52,0,0,0,539,20,1.240761788,0.099041667,0
140.54,0,0,0,512,20.3,1.287479705,0.1,0
140.56,0,0,0,475,20.9,1.355200283,0.1,0
140.58,0,0,0,391,21,1.351087531,0.099866667,0
140.6,0,0,0,244,20.6,1.304020871,0.099033333,0
140.62,0,0,0,380,20.3,1.218592415,0.0982,0
140.65,0,0,0,299,20.8,1.354311794,0.098791667,0
140.67,0,0,0,123,19.3,1.159639255,0.099833333,0
140.69,0,0,0,36,18.3,1.002254452,0.1,0
140.71,0,0,0,7,17.4,0.916291148,0.1,0
140.73,0,0,0,0,16.5,0.819570517,0.1,0
140.75,0,0,0,0,16.4,0.792074524,0.1,0
140.77,0,0,0,0,16.1,0.672911799,0.1,0
140.79,0,0,0,0,15.6,0.620257146,0.099916667,0
140.81,0,0,0,0,15.2,0.542528879,0.098875,0
140.83,0,0,0,0,15.3,0.556402283,0.098133333,0
140.85,0,0,0,0,14.6,0.39561032,0.098966667,0
140.87,0,0,0,0,14.5,0.464454865,0.0998,0
140.9,0,0,0,0,13.9,0.42483154,0.1,0
140.92,0,0,0,0,13,0.289592819,0.1,0
140.94,0,0,0,0,11.8,0.164755057,0.1,0
140.96,0,0,0,0,10.9,0.11058862,0.1,0
140.98,0,0,0,0,10.9,0.104005964,0.1,0
141,0,0,0,0,11.3,0.101363763,0.1,0
141.02,0,0,0,0,12,0.117397733,0.100520833,0
141.04,0,0,0,0,12.3,0.161513197,0.100958333,0
141.06,0,0,0,0,12.5,0.20158416,0.1004375,0
141.08,0,0,0,0,12.8,0.202521673,0.100066667,0
141.1,0,0,0,0,12.7,0.167197303,0.100483333,0
141.12,0,0,0,0,12.8,0.186141243,0.1009,0
141.15,0,0,0,0,12.7,0.180513903,0.100604167,0
141.17,0,0,0,0,12.5,0.137310949,0.100083333,0
141.19,0,0,0,0,12.6,0.119083277,0.1013125,0
141.21,0,0,0,0,12.6,0.114672785,0.102875,0
141.23,0,0,0,0,12.8,0.114663006,0.100604167,0
141.25,0,0,0,0,12.9,0.190333341,0.098,0
141.27,0,0,0,0,13.1,0.183672555,0.0995625,0
141.29,0,0,0,3,13.3,0.25521296,0.101,0
141.31,0,0,0,26,13.4,0.242916954,0.101,0
141.33,0,0,0,61,14.1,0.359071525,0.101,0
141.35,0,0,0,103,14.6,0.415641222,0.101,0
141.37,0,0,0,175,15.2,0.493995944,0.101,0
141.4,0,0,0,226,15.8,0.570464881,0.101,0
141.42,0,0,0,448,17.6,0.817012824,0.101,0
141.44,0,0,0,310,17.9,0.893789546,0.101,0
141.46,0,0,0,573,18.6,1.085146315,0.101,0
141.48,0,0,0,598,19,1.191128009,0.101,0
141.5,0,0,0,405,19,1.226225704,0.101,0
141.52,0,0,0,468,19.3,1.231139171,0.101,0
141.54,0,0,0,253,18.9,1.148950582,0.100958333,0
141.56,0,0,0,442,19.7,1.225057699,0.1004375,0
141.58,0,0,0,209,19,1.138481467,0.100066667,0
141.6,0,0,0,222,19.2,1.132559913,0.100483333,0
141.62,0,0,0,177,19.7,1.27772373,0.1009,0
141.65,0,0,0,120,19,1.156030315,0.101,0
141.67,0.04104,0,0,61,18.5,1.059344627,0.101,0
141.69,0.03051,0,0,21,17.7,0.860547798,0.101,0
141.71,0.0258,0.02131,0.01972,0,16.9,0.71492047,0.101,0
141.73,0.02529,0.01594,0.01457,0,16.6,0.741453755,0.101958333,0
141.75,0.02097,0.01404,0.01176,0,15.9,0.709847134,0.103,0
141.77,0.01605,0.01428,0.01101,0,14.3,0.455361288,0.103,0
141.79,0.01547,0.01154,0.00943,0,13.4,0.280050756,0.102875,0
141.81,0.01361,0.00902,0.00703,0,13,0.21870291,0.1013125,0
141.83,0.0132,0.00911,0.00635,0,12.6,0.224935078,0.100066667,0
141.85,0.01357,0.00815,0.00546,0,11.8,0.160566369,0.100483333,0
141.87,0.01326,0.00764,0.00556,0,12,0.171146093,0.1009,0
141.9,0.01146,0.00845,0.00512,0,12.2,0.240713373,0.101,0
141.92,0.01035,0.00792,0.00534,0,12.8,0.346967277,0.101,0
141.94,0.00809,0.00704,0.00442,0,11,0.189505601,0.101875,0
141.96,0.00796,0.00571,0.00463,0,10.5,0.147454424,0.102916667,0
141.98,0.01331,0.00439,0.0037,0,10.6,0.12907311,0.102041667,0
142,0.01411,0.00462,0.00334,0,12.5,0.287768692,0.101,0
142.02,0.01519,0.00724,0.00607,0,13.6,0.432499886,0.101,0
142.04,0.01559,0.00753,0.00658,0,13.5,0.414190897,0.100958333,0
142.06,0.01551,0.00807,0.00711,0,13.9,0.507881315,0.1004375,0
142.08,0.0152,0.00837,0.00722,0,13.4,0.473455974,0.1002,0
142.1,0.01399,0.00858,0.00693,0,12.7,0.380262893,0.10145,0
142.12,0.01272,0.00805,0.00715,0,13.9,0.554197535,0.1027,0
142.15,0.01308,0.00695,0.00703,0,13.3,0.498126499,0.102208333,0
142.17,0.01562,0.00656,0.00615,0,13.6,0.529655657,0.101166667,0
142.19,0.01645,0.00665,0.00643,0,13.6,0.539057829,0.101,0
142.21,0.01794,0.00817,0.00745,0,13.7,0.586644743,0.101,0
142.23,0.01912,0.00738,0.00906,0,14.2,0.686883795,0.101958333,0
142.25,0.02233,0.00833,0.00961,0,14.5,0.749762854,0.103,0
142.27,0.0415,0.00891,0.01021,0,14.1,0.680941946,0.101958333,0
142.29,0.07425,0.00993,0.0124,11,14.4,0.756592796,0.101,0
142.31,0.10181,0.02308,0.01841,65,14.6,0.762843529,0.101,0
142.33,0.11176,0.04558,0.02867,128,14.5,0.706634902,0.101133333,0
142.35,0.12003,0.06228,0.03953,299,15.8,0.849398814,0.101966667,0
142.37,0.1305,0.06085,0.05091,314,16.4,0.967675951,0.1028,0
142.4,0.13391,0.06375,0.05627,198,15.9,0.829362213,0.102208333,0
142.42,0.13476,0.07709,0.05341,341,16.2,0.907739927,0.101166667,0
142.44,0.13542,0.07159,0.06231,468,16.8,1.085857988,0.101,0
142.46,0.16517,0.07378,0.06098,541,18,1.254099153,0.101,0
142.48,0.16515,0.07754,0.05787,613,17.7,1.225015101,0.101,0
142.5,0.15697,0.07721,0.08796,453,17.9,1.260735255,0.101,0
142.52,0.14325,0.08314,0.08201,536,18,1.287101762,0.102041667,0
142.54,0.15134,0.08924,0.06773,536,18.2,1.3281307,0.103,0
142.56,0.13521,0.0856,0.05765,480,18.2,1.334395467,0.103,0
142.58,0.14294,0.08384,0.0675,433,18.2,1.334395467,0.102866667,0
142.6,0.13528,0.06972,0.06549,375,18.1,1.311667251,0.102033333,0
142.62,0.1127,0.07224,0.0707,306,18.1,1.319968942,0.1012,0
142.65,0.09936,0.07002,0.06526,225,17.6,1.243630357,0.101,0
142.67,0.06913,0.05952,0.05318,110,16.5,1.097773352,0.101,0
142.69,0.04386,0.05588,0.04348,25,15.8,0.982567272,0.1005625,0
142.71,0.03395,0.03837,0.03076,2,14.8,0.87391862,0.100041667,0
142.73,0.02823,0.02335,0.02051,0,14.4,0.857142165,0.100479167,0
142.75,0.02337,0.01828,0.01567,0,14.2,0.823609479,0.101,0
142.77,0.0224,0.01479,0.01344,0,13,0.669683393,0.102041667,0
142.79,0.02148,0.01288,0.01049,0,12.8,0.625434577,0.103,0
142.81,0.01911,0.01292,0.00948,0,13,0.644042362,0.103,0
142.83,0.01556,0.01176,0.00972,0,12.4,0.586363308,0.103,0
142.85,0.01326,0.01043,0.00868,0,11.5,0.414888349,0.103,0
142.87,0.01325,0.00915,0.00642,0,10.7,0.297537451,0.103,0
142.9,0.01243,0.00778,0.00548,0,10.2,0.217442674,0.103,0
142.92,0.01372,0.0076,0.00565,0,10.2,0.246351237,0.103,0
142.94,0.0113,0.00841,0.00403,0,10.1,0.263440346,0.103,0
142.96,0.01012,0.00777,0.00594,0,9.6,0.206446294,0.103,0
142.98,0.00928,0.00701,0.00428,0,9.3,0.166799782,0.102041667,0
143,0.0076,0.0059,0.00422,0,9,0.130964538,0.101,0
143.02,0.00884,0.00542,0.00386,0,8.4,0.092285162,0.102041667,0
143.04,0.00828,0.00447,0.00313,0,8.3,0.090538505,0.102916667,0
143.06,0.00756,0.00524,0.0036,0,7.6,0.050436627,0.101875,0
143.08,0.00583,0.00476,0.00352,0,7.4,0.050752616,0.1012,0
143.1,0.0053,0.0041,0.00347,0,7.4,0.039359172,0.10245,0
143.12,0.00751,0.00335,0.00248,0,7,0.030182696,0.1037,0
143.15,0.00634,0.00331,0.002,0,6.3,0.029607629,0.103604167,0
143.17,0.00583,0.00382,0.00369,0,5.9,0.02779269,0.103083333,0
143.19,0.00647,0.00336,0.00297,0,5.9,0.022234152,0.103,0
143.21,0.00461,0.00311,0.00272,0,5.7,0.024629743,0.103,0
143.23,0.00498,0.00302,0.00345,0,5.5,0.025146189,0.102041667,0
143.25,0.0056,0.00235,0.00226,0,5.2,0.021048258,0.101,0
143.27,0.00385,0.00312,0.00186,0,5,0.018987106,0.102041667,0
143.29,0.00233,0.00303,0.00257,17,4.9,0.019690163,0.103,0
143.31,0.00501,0.00174,0.00212,112,6.1,0.017873538,0.103,0
143.33,0.02762,0.00173,0.0006,192,8.2,0.013157005,0.103,0
143.35,0.06976,0.004,0.00101,325,9.7,0.026740194,0.103,0
143.37,0.09189,0.01888,0.00874,369,12,0.316832436,0.103,0
143.4,0.10377,0.04307,0.0267,426,13.5,0.513845849,0.102208333,0
143.42,0.11853,0.05767,0.03422,473,15,0.688112546,0.101166667,0
143.44,0.10605,0.06348,0.04029,510,16,0.819971478,0.101875,0
143.46,0.13187,0.07312,0.04541,539,16.4,0.930313945,0.102916667,0
143.48,0.15946,0.05822,0.04783,556,17.3,1.027185384,0.102041667,0
143.5,0.14857,0.0683,0.06357,552,17.7,1.06707927,0.101,0
143.52,0.14895,0.07674,0.08272,538,18,1.113838063,0.102041667,0
143.54,0.1328,0.07945,0.06912,511,18.6,1.215706325,0.102875,0
143.56,0.15077,0.08656,0.06239,473,19.1,1.266885182,0.1013125,0
143.58,0.13875,0.07108,0.06172,428,18.9,1.279760894,0.1002,0
143.6,0.12751,0.08355,0.06722,370,19.1,1.280127884,0.10145,0
143.62,0.09213,0.06912,0.06964,302,18.9,1.257959176,0.1027,0
143.65,0.08644,0.06412,0.06339,69,18.3,1.113616058,0.103,0
143.67,0.07687,0.04508,0.04705,77,17.3,0.78619189,0.103,0
143.69,0.04792,0.04202,0.04441,45,17,0.930716722,0.102125,0
143.71,0.02927,0.03837,0.0385,5,16.2,0.87452993,0.101083333,0
143.73,0.02231,0.02212,0.02581,0,14.3,0.640454185,0.101958333,0
143.75,0.01725,0.01518,0.01409,0,12.6,0.399884584,0.103,0
143.77,0.01559,0.01174,0.01057,0,11.4,0.251668584,0.101958333,0
143.79,0.01363,0.00925,0.008,0,10.9,0.230392958,0.101083333,0
143.81,0.01101,0.00887,0.00672,0,11.5,0.247837595,0.102125,0
143.83,0.00984,0.00784,0.00579,0,11,0.20938381,0.103,0
143.85,0.01053,0.00665,0.00435,0,9.9,0.12319233,0.103,0
143.87,0.009,0.00538,0.00447,0,9.2,0.075196379,0.103,0
143.9,0.00819,0.00617,0.00436,0,8.6,0.060882014,0.103,0
143.92,0.00853,0.00555,0.00344,0,8.4,0.052257863,0.103,0
143.94,0.00785,0.00463,0.00356,0,8.1,0.041371967,0.103,0
143.96,0.00832,0.0045,0.00402,0,7.6,0.047284338,0.103,0
143.98,0.00716,0.00464,0.0032,0,7.9,0.037571155,0.103,0
144,0.00721,0.00444,0.00388,0,8.4,0.033356083,0.103,0
144.02,0.00725,0.00412,0.00304,0,7.7,0.034923946,0.103520833,0
144.04,0.00698,0.00401,0.0032,0,6.8,0.031724814,0.103958333,0
144.06,0.00643,0.00412,0.00314,0,6.4,0.027906789,0.1034375,0
144.08,0.00612,0.00374,0.00324,0,6.4,0.02213297,0.103,0
144.1,0.00571,0.00318,0.00325,0,5.6,0.019912996,0.103,0
144.12,0.00543,0.0031,0.00302,0,5.5,0.017961563,0.103,0
144.15,0.00586,0.0033,0.0024,0,5.1,0.017400447,0.103,0
144.17,0.00638,0.00295,0.00248,0,5.1,0.015660402,0.103,0
144.19,0.00491,0.00298,0.00288,0,4.8,0.015284759,0.103,0
144.21,0.00541,0.00341,0.00297,0,4.6,0.017541642,0.103,0
144.23,0.00501,0.00241,0.0025,0,4.8,0.015284759,0.103,0
144.25,0.00459,0.003,0.00241,0,4.9,0.012841411,0.103,0
144.27,0.00332,0.00267,0.00234,0,4.5,0.014083126,0.101958333,0
144.29,0.00164,0.00264,0.00195,14,4.6,0.013365061,0.101,0
144.31,0.00422,0.0018,0.00152,110,5.4,0.010692459,0.101,0
144.33,0.02056,0.00018,0.00146,202,7.7,0.008466411,0.101,0
144.35,0.04517,0.00357,0.00065,309,9.9,0.01108731,0.101,0
144.37,0.07096,0.01283,0.00774,394,11.5,0.101325867,0.101,0
144.4,0.09969,0.0285,0.01666,420,13.4,0.343487667,0.100604167,0
144.42,0.10593,0.05041,0.02055,463,14.3,0.509414966,0.100083333,0
144.44,0.11005,0.05899,0.04071,500,15.7,0.672429412,0.1004375,0
144.46,0.1276,0.06022,0.04571,530,16.8,0.850301493,0.100958333,0
144.48,0.17428,0.06365,0.0464,546,17.6,0.945803023,0.101958333,0
144.5,0.18193,0.05743,0.07017,547,17.9,1.074187436,0.103,0
144.52,0.14839,0.08201,0.09227,533,18.4,1.141637204,0.101958333,0
144.54,0.14404,0.10392,0.07801,507,18.9,1.233977285,0.101,0
144.56,0.1582,0.08027,0.06812,473,19,1.27667864,0.101,0
144.58,0.14562,0.07998,0.06406,426,19.3,1.329451555,0.101,0
144.6,0.13735,0.07672,0.08148,369,19.3,1.336154672,0.101,0
144.62,0.11839,0.07168,0.07394,302,19.4,1.328637397,0.101,0
144.65,0.1012,0.07518,0.06218,220,19,1.274485034,0.100604167,0
144.67,0.05501,0.06006,0.05834,106,18.3,1.153538143,0.100083333,0
144.69,0.03228,0.05204,0.04916,19,17.2,0.959988326,0.1013125,0
144.71,0.02295,0.02991,0.02511,3,14.5,0.457819796,0.102875,0
144.73,0.01789,0.01714,0.01514,0,12.7,0.316639141,0.102041667,0
144.75,0.01334,0.01273,0.01023,0,11.3,0.198672975,0.101,0
144.77,0.01271,0.00988,0.00802,0,11,0.157700465,0.101,0
144.79,0.01145,0.00733,0.00602,0,10.6,0.143271152,0.101083333,0
144.81,0.00978,0.00722,0.00549,0,10.2,0.096780843,0.102125,0
144.83,0.00889,0.00732,0.00413,0,9.9,0.082538861,0.103,0
144.85,0.00919,0.00616,0.00361,0,9.7,0.077789656,0.103,0
144.87,0.00863,0.00564,0.00326,0,9.2,0.055222341,0.103,0
144.9,0.00785,0.00476,0.00443,0,9,0.050995041,0.102208333,0
144.92,0.00783,0.00516,0.00348,0,8.5,0.036948169,0.101166667,0
144.94,0.0075,0.00435,0.0035,0,8.4,0.031132344,0.1005625,0
144.96,0.00716,0.00493,0.0029,0,8,0.025946023,0.100041667,0
144.98,0.00776,0.00433,0.00317,0,7.6,0.025218314,0.100479167,0
145,0.00627,0.00389,0.00327,0,7.4,0.020715354,0.101,0
145.02,0.00676,0.00502,0.00275,0,6.7,0.021650015,0.102041667,0
145.04,0.00633,0.00417,0.0021,0,6.6,0.017582508,0.102916667,0
145.06,0.00616,0.00392,0.00284,0,6.3,0.018146611,0.101875,0
145.08,0.0055,0.00353,0.0028,0,5.4,0.014256611,0.101133333,0
145.1,0.00572,0.00307,0.00309,0,4.9,0.014553599,0.101966667,0
145.12,0.00737,0.00329,0.00221,0,4.8,0.014435606,0.1028,0
145.15,0.00544,0.00291,0.00281,0,5.6,0.013577043,0.102208333,0
145.17,0.006,0.00376,0.00361,0,5.4,0.01514765,0.101166667,0
145.19,0.00576,0.00304,0.0024,0,5.2,0.014032172,0.101875,0
145.21,0.00373,0.00278,0.00323,0,4.4,0.011501501,0.102916667,0
145.23,0.00485,0.00274,0.00303,0,4.2,0.010501508,0.102041667,0
145.25,0.0051,0.00261,0.00112,0,3.7,0.010058081,0.101,0
145.27,0.00352,0.00265,0.0022,0,3.6,0.008435998,0.101,0
145.29,0.00161,0.00273,0.00237,8,3.2,0.007398436,0.101,0
145.31,0.00212,0.00195,0.00157,56,4.2,0.005654658,0.101,0
145.33,0.00362,0.00082,0.0008,178,7.1,0.004053885,0.101,0
145.35,0.01331,0.00176,0.00036,260,8.8,0.005715732,0.101,0
145.37,0.04275,0.0035,0.00012,335,10.3,0.007591766,0.101,0
145.4,0.07537,0.00911,0.0042,439,11.3,0.035139438,0.100604167,0
145.42,0.0995,0.02644,0.01631,482,12.8,0.288891209,0.100083333,0
145.44,0.09664,0.0515,0.02386,504,14.9,0.563035702,0.1,0
145.46,0.1151,0.06039,0.03911,527,16.2,0.739844941,0.1,0
145.48,0.14076,0.05724,0.03941,541,16.7,0.885008941,0.100479167,0
145.5,0.15208,0.05675,0.05835,548,17.6,0.975988225,0.101,0
145.52,0.14485,0.08224,0.05852,535,18.2,1.108863839,0.100479167,0
145.54,0.14442,0.08774,0.06434,509,18.4,1.137408918,0.100041667,0
145.56,0.13819,0.07831,0.06654,470,18.9,1.209995394,0.1005625,0
145.58,0.13761,0.08208,0.06235,421,19.4,1.270186344,0.100933333,0
145.6,0.13852,0.07167,0.06652,365,19.7,1.30520166,0.100516667,0
145.62,0.12848,0.06945,0.06816,296,19.7,1.312071143,0.1001,0
145.65,0.09609,0.07386,0.06467,214,19.3,1.260186011,0.100395833,0
145.67,0.05344,0.06531,0.06316,102,18.6,1.125812548,0.100916667,0
145.69,0.02729,0.04959,0.0465,17,16.8,0.741141166,0.101875,0
145.71,0.01976,0.02631,0.02713,3,14.9,0.466077893,0.102916667,0
145.73,0.01483,0.0145,0.01278,0,13.3,0.25521296,0.102041667,0
145.75,0.01243,0.01086,0.00891,0,12.4,0.187229868,0.101,0
145.77,0.01164,0.00807,0.00676,0,11.8,0.141019159,0.0994375,0
145.79,0.01046,0.00698,0.00545,0,11.1,0.117386624,0.098208333,0
145.81,0.00834,0.00644,0.0052,0,10.5,0.073086106,0.1008125,0
145.83,0.00777,0.00573,0.00473,0,10.4,0.059865479,0.103,0
145.85,0.00935,0.00442,0.00393,0,9.5,0.052762563,0.103,0
145.87,0.00884,0.00449,0.00328,0,9.2,0.039948076,0.103,0
145.9,0.00852,0.00514,0.00421,0,9,0.035928325,0.1018125,0
145.92,0.00675,0.00513,0.00371,0,8.7,0.034058387,0.10025,0
145.94,0.00668,0.00455,0.00397,0,8.3,0.028707331,0.1004375,0
145.96,0.00714,0.00396,0.00278,0,8.3,0.025394947,0.100958333,0
145.98,0.00655,0.00417,0.00251,0,7.9,0.023616155,0.101,0
146,0.00619,0.00405,0.00308,0,7.5,0.023994795,0.101,0
146.02,0.00675,0.00401,0.00254,0,7.3,0.020566195,0.102041667,0
146.04,0.00675,0.00311,0.00308,0,7.3,0.019537886,0.103,0
146.06,0.00568,0.0032,0.00355,0,7,0.019115708,0.103,0
146.08,0.00533,0.00351,0.00324,0,6.6,0.01953612,0.103,0
146.1,0.00624,0.00302,0.00266,0,6.6,0.017582508,0.103,0
146.12,0.00508,0.00353,0.0018,0,6.4,0.016359152,0.103,0
146.15,0.00493,0.0032,0.00303,0,6,0.016804038,0.103,0
146.17,0.00513,0.00243,0.00265,0,6.2,0.01516621,0.103,0
146.19,0.00496,0.00269,0.00223,0,6,0.014003365,0.102125,0
146.21,0.00478,0.00253,0.00261,0,6.2,0.012322545,0.101083333,0
146.23,0.00503,0.00281,0.00214,0,5.9,0.012043499,0.101,0
146.25,0.00562,0.00261,0.00217,0,6.1,0.012229263,0.101,0
146.27,0.00312,0.0025,0.00253,0,6,0.011202692,0.101,0
146.29,0.0031,0.00323,0.0024,5,5.7,0.01003434,0.101083333,0
146.31,0.00133,0.00172,0.0014,53,6.2,0.009478881,0.102125,0
146.33,0.00225,0.00151,0.00159,139,7.1,0.00810777,0.102866667,0
146.35,0.01233,0.00095,0.00038,274,8.4,0.003335608,0.102033333,0
146.37,0.0314,0.00191,0.00034,349,10.2,0.003770682,0.1012,0
146.4,0.05864,0.00874,0.00359,402,11.4,0.005441483,0.101,0
146.42,0.08853,0.01999,0.01141,448,12.4,0.075472505,0.101,0
146.44,0.08746,0.03699,0.02165,509,14.1,0.357454086,0.101,0
146.46,0.10549,0.05492,0.0336,523,15.3,0.519773919,0.101,0
146.48,0.14172,0.05353,0.03393,542,16.4,0.635154099,0.101,0
146.5,0.12888,0.0538,0.05168,543,17,0.740695391,0.101,0
146.52,0.13744,0.08213,0.05959,532,17.6,0.853235067,0.101,0
146.54,0.12681,0.069,0.05988,508,18.4,0.999989625,0.101,0
146.56,0.14598,0.07617,0.06128,470,18.3,0.989647478,0.101,0
146.58,0.13012,0.07102,0.05579,427,18.7,1.050924291,0.101,0
146.6,0.13673,0.07012,0.07586,370,19.1,1.134458159,0.101,0
