Day of the Year (DOY),Stand transpiration (mm/h),E. parramattensis (mm/h),A. bakeri (mm/h),Radiation (W/m2),T(degC),VPD (kPa),Volumetric water content (m3/m3),Rain (mm)
66.29,0.00728,0.00184,0.00366,162,17.7,0.058719732,0.196958333,0
66.31,0.02358,0.00193,0.00364,164,18.4,0.228327441,0.1964375,0
66.33,0.04691,0.00344,0.00384,221,18.8,0.35969121,0.196041667,0
66.35,0.06652,0.01416,0.00942,379,19.8,0.48612091,0.196302083,0
66.38,0.09921,0.02656,0.02034,386,20.1,0.588987868,0.19645,0
66.4,0.10851,0.03604,0.03048,467,20.7,0.68155863,0.196241667,0
66.42,0.12256,0.05524,0.04397,611,21.1,0.765720847,0.196033333,0
66.44,0.11887,0.05648,0.05204,431,21.5,0.799919093,0.19621875,0
66.46,0.12723,0.06261,0.05995,527,22,0.961572542,0.196479167,0
66.48,0.13393,0.06273,0.05614,418,22.1,1.078742467,0.196260417,0
66.5,0.13859,0.06204,0.0652,652,22.6,1.133771452,0.196,0
66.52,0.14818,0.06528,0.06865,619,23.2,1.286116611,0.195479167,0
66.54,0.1438,0.07072,0.06787,369,23.2,1.286116611,0.195020833,0
66.56,0.14425,0.06682,0.08136,564,23.4,1.327532396,0.19528125,0
66.58,0.15716,0.07089,0.07291,598,23.8,1.421590034,0.1955,0
66.6,0.14053,0.06849,0.07576,713,24.4,1.525552229,0.1955,0
66.63,0.14509,0.08123,0.07593,383,24.9,1.518623071,0.1955,0
66.65,0.15163,0.07208,0.06845,236,24.5,1.433642442,0.1955,0
66.67,0.14016,0.07522,0.06987,336,24.8,1.456535455,0.1955,0
66.69,0.14247,0.07201,0.07962,264,24.7,1.413732559,0.1950625,0
66.71,0.13941,0.06846,0.0717,178,23.9,1.235146469,0.194541667,0
66.73,0.11904,0.06935,0.07313,79,22.6,1.060008008,0.193541667,0
66.75,0.08469,0.0684,0.07102,31,22,0.987916995,0.1925,0
66.77,0.05686,0.06018,0.05886,0,21.3,0.873564905,0.193020833,0
66.79,0.03683,0.04371,0.04098,0,20.8,0.683278464,0.193458333,0
66.81,0.02784,0.0311,0.02575,0,20.7,0.666953802,0.1929375,0
66.83,0.02455,0.01918,0.01765,0,20.4,0.671583558,0.192458333,0
66.85,0.02289,0.01426,0.01358,0,20.3,0.650866124,0.192197917,0
66.88,0.0222,0.01224,0.0123,0,20,0.599390563,0.19185,0
66.9,0.02079,0.01119,0.0117,0,19.9,0.577190532,0.191225,0
66.92,0.01953,0.01155,0.01066,0,19.7,0.483153597,0.1906,0
66.94,0.01983,0.01,0.01079,0,19.5,0.468221857,0.1909375,0
66.96,0.01787,0.00982,0.0097,0,19.8,0.516071487,0.191458333,0
66.98,0.01723,0.00991,0.00992,0,19.7,0.455675667,0.19078125,0
67,0.01537,0.00887,0.00901,0,19.3,0.391015163,0.19,0
67.02,0.01448,0.00838,0.00885,0,19,0.329040887,0.190260417,0
67.04,0.01343,0.00736,0.008,0,18.9,0.327025782,0.190479167,0
67.06,0.0139,0.00695,0.00752,0,18.6,0.222594116,0.19021875,0
67.08,0.01131,0.00615,0.00728,0,18.6,0.188348867,0.19,0
67.1,0.01049,0.00632,0.00759,0,18.5,0.155285457,0.19,0
67.13,0.00945,0.00508,0.00623,0,18.4,0.118392006,0.19005,0
67.15,0.00906,0.00475,0.00574,0,18.3,0.119766255,0.190258333,0
67.17,0.00862,0.0041,0.00535,0,18.4,0.105707149,0.190466667,0
67.19,0.0078,0.00383,0.00524,0,18.5,0.142522269,0.19028125,0
67.21,0.0092,0.00403,0.00459,0,18.4,0.158560723,0.190020833,0
67.23,0.01043,0.00346,0.00434,0,18,0.117571796,0.18928125,0
67.25,0.00809,0.00396,0.00524,6,17.6,0.076469181,0.1885,0
67.27,0.00711,0.00455,0.00588,38,17.5,0.053998551,0.188760417,0
67.29,0.0054,0.00308,0.00502,200,18.6,0.066350169,0.188958333,0
67.31,0.04361,0.00267,0.00444,281,19.8,0.308721336,0.1884375,0
67.33,0.07948,0.00199,0.00341,383,20.8,0.528989778,0.188166667,0
67.35,0.10826,0.0242,0.01941,476,21.5,0.618467797,0.189208333,0
67.38,0.11219,0.0429,0.03658,583,22.1,0.747433356,0.19,0
67.4,0.12487,0.05882,0.04944,695,23.4,0.926118713,0.19,0
67.42,0.11764,0.06169,0.0505,742,25,1.133178205,0.19,0
67.44,0.15936,0.06578,0.05909,763,26.5,1.29436705,0.189125,0
67.46,0.13945,0.06259,0.05505,800,27.6,1.609789594,0.188083333,0
67.48,0.14599,0.06971,0.08965,747,28.3,1.788791718,0.188239583,0
67.5,0.1498,0.06733,0.07213,787,28.5,1.786600266,0.1885,0
67.52,0.15206,0.07136,0.07463,1011,30.1,2.059382256,0.189020833,0
67.54,0.15635,0.07541,0.07439,868,30.8,2.36203246,0.189458333,0
67.56,0.16472,0.07542,0.07664,487,31.1,2.583917291,0.1889375,0
67.58,0.16828,0.07298,0.08337,291,29.9,2.271632658,0.188416667,0
67.6,0.1623,0.08687,0.07785,154,29,2.015626843,0.187895833,0
67.63,0.13141,0.0743,0.09398,205,25.8,1.208484539,0.1875,0
67.65,0.12202,0.07176,0.09054,260,26.6,1.46526237,0.1875,0
67.67,0.13681,0.06028,0.07113,510,28.4,2.07346554,0.1875,0
67.69,0.15917,0.06465,0.05737,303,29,2.403555026,0.1870625,0
67.71,0.11896,0.06975,0.06705,42,26.3,1.524669729,0.186541667,0.6
67.73,0.07506,0.08254,0.07662,2,21.1,0.324246613,0.185541667,3.4
67.75,0.0277,0.06669,0.05227,89,19.5,0.08369183,0.1845,0.2
67.77,0.01315,0.04157,0.03349,8,19.5,0.074644064,0.1845,0
67.79,0.01156,0.01508,0.01261,0,19.5,0.054286592,0.184479167,0
67.81,0.00937,0.00574,0.00741,0,19.7,0.045796549,0.18421875,0
67.83,0.0094,0.00593,0.00563,0,19.8,0.052989483,0.184083333,2.4
67.85,0.00683,0.0035,0.00587,0,19.8,0.048381702,0.184604167,0.6
67.88,0.00331,0.00495,0.00445,0,19.6,0.047792735,0.18485,0
67.9,0.00244,0.00264,0.00419,0,19.6,0.047792735,0.184225,0
67.92,0.00655,0.00115,0.00216,0,19.3,0.098312384,0.1836,0
67.94,0.00806,0.00191,0.00053,0,19.1,0.169948012,0.1835,0
67.96,0.0107,0.00344,0.00311,0,19,0.184262896,0.1835,0
67.98,0.01235,0.00427,0.00379,0,19,0.162326837,0.18421875,0
68,0.01065,0.00578,0.00492,0,18.9,0.209296501,0.185,0
68.02,0.0121,0.00629,0.00606,0,18.9,0.237638735,0.18421875,0
68.04,0.01464,0.00564,0.00502,0,18.8,0.229682339,0.1835,0
68.06,0.01348,0.00555,0.00655,0,18.8,0.257850928,0.1835,0
68.08,0.01528,0.00689,0.00775,0,18.7,0.260577539,0.183708333,0
68.1,0.01609,0.00616,0.00731,0,18.5,0.229737389,0.185010417,0
68.13,0.01364,0.0071,0.00818,0,18.4,0.196615296,0.18595,0
68.15,0.01313,0.00793,0.00816,0,18.3,0.182801126,0.185741667,0
68.17,0.0138,0.00644,0.0072,0,18.4,0.219870869,0.185533333,0
68.19,0.01378,0.00574,0.00739,0,18.4,0.232555727,0.1855,0
68.21,0.01372,0.00647,0.00733,0,18.4,0.374203306,0.1855,0
68.23,0.01798,0.00599,0.00779,0,18.4,0.39111645,0.185739583,0
68.25,0.01757,0.006,0.00773,0,18.3,0.37190574,0.186,0
68.27,0.01949,0.00857,0.00941,12,18.4,0.446084167,0.185739583,0
68.29,0.03098,0.00814,0.00943,60,18.5,0.502018739,0.1855,0
68.31,0.04674,0.00928,0.01021,75,18.6,0.57788857,0.1855,0
68.33,0.06376,0.01716,0.01382,87,18.6,0.582169226,0.185625,0
68.35,0.06791,0.02545,0.02129,129,18.7,0.613757014,0.18640625,0
68.38,0.07939,0.03573,0.02802,212,19.1,0.763662496,0.18695,0
68.4,0.10581,0.03706,0.03085,254,19.5,0.913824301,0.186741667,0
68.42,0.12457,0.04289,0.03649,331,19.9,1.017617042,0.186533333,0
68.44,0.12919,0.05519,0.05062,562,20.5,1.072457648,0.18671875,0
68.46,0.1499,0.06462,0.05995,620,21.2,1.154340572,0.186979167,0
68.48,0.14445,0.06299,0.0662,675,21.9,1.26473935,0.186760417,0
68.5,0.14232,0.07685,0.07305,631,22,1.214479293,0.1865,0
68.52,0.1538,0.07344,0.07101,584,22.3,1.268964615,0.185979167,0
68.54,0.15532,0.07132,0.071,649,22.9,1.368741034,0.185541667,0
68.56,0.15047,0.077,0.07681,541,23,1.307064458,0.1860625,0
68.58,0.14977,0.08325,0.07207,571,23.2,1.286116611,0.186416667,0
68.6,0.16285,0.07333,0.07715,291,23.3,1.291050149,0.185895833,0
68.63,0.13981,0.07334,0.07643,308,22.9,1.265807257,0.1855,0
68.65,0.14144,0.08005,0.0828,498,23.5,1.387481637,0.1855,0
68.67,0.13391,0.06746,0.07234,170,22.8,1.236057306,0.1855,0
68.69,0.1207,0.07094,0.07049,103,22.5,1.154085016,0.1855,0
68.71,0.1055,0.06711,0.0668,88,22.1,1.121150033,0.1855,0
68.73,0.09454,0.06025,0.06045,48,21.4,1.041465296,0.18478125,0
68.75,0.0753,0.05381,0.05169,18,20.9,0.936320196,0.184,0
68.77,0.0538,0.0512,0.04334,0,20.7,0.886026219,0.184,0
68.79,0.03679,0.04137,0.03393,0,20.2,0.807446041,0.183979167,0
68.81,0.0287,0.03132,0.02248,0,19.8,0.711902186,0.18371875,0
68.83,0.0255,0.02154,0.01525,0,19,0.605435231,0.183416667,0
68.85,0.02068,0.0159,0.01279,0,18,0.437284573,0.182895833,0
68.88,0.0169,0.01344,0.01207,0,17.2,0.286622281,0.1827,0
68.9,0.01426,0.01004,0.01063,0,16.9,0.167649814,0.183533333,0
68.92,0.01088,0.00811,0.00879,0,16.5,0.112784933,0.184366667,0
68.94,0.00983,0.00687,0.00739,0,16.2,0.083024993,0.18428125,0
68.96,0.00858,0.00488,0.006,0,15.8,0.068383803,0.184020833,0
68.98,0.00841,0.00476,0.00507,0,15.6,0.078198609,0.18328125,0
69,0.0097,0.00356,0.00502,0,15.7,0.071535044,0.1825,0
69.02,0.00953,0.00382,0.00459,0,15.7,0.080476924,0.183020833,0
69.04,0.00902,0.00493,0.00477,0,15.6,0.072866885,0.1835,0
69.06,0.00793,0.00449,0.00504,0,15.4,0.063185666,0.1835,0
69.08,0.00805,0.00404,0.00498,0,15.2,0.064132807,0.183416667,0
69.1,0.00679,0.00372,0.00421,0,15.1,0.053397218,0.182895833,0
69.13,0.0065,0.00345,0.0046,0,14.9,0.044226369,0.1825,0
69.15,0.00615,0.00263,0.00416,0,14.4,0.034615357,0.1825,0
69.17,0.00713,0.00253,0.00397,0,14.2,0.027670674,0.1825,0
69.19,0.00549,0.00215,0.004,0,14.3,0.019655883,0.1825,0
69.21,0.00563,0.00295,0.00417,0,14.3,0.019655883,0.1825,0
69.23,0.00654,0.00187,0.00362,0,14.1,0.019409272,0.182020833,0
69.25,0.00594,0.00215,0.00348,4,14,0.014465228,0.1815,0
69.27,0.00573,0.00232,0.00422,75,14.2,0.013021494,0.1815,0
69.29,0.00253,0.00216,0.00378,212,15.6,0.012440688,0.1815,0
69.31,0.01242,0.00187,0.00386,336,16.4,0.112086018,0.1815,0
69.33,0.06071,0.00061,0.00191,422,17.6,0.388382943,0.18125,0
69.35,0.08876,0.00624,0.00619,522,18.6,0.475152824,0.1796875,0
69.38,0.10972,0.0365,0.0242,609,19.7,0.636572038,0.1788,0
69.4,0.11095,0.04643,0.04232,692,20.4,0.752842778,0.18005,0
69.42,0.12649,0.064,0.04572,751,20.7,0.864118977,0.1813,0
69.44,0.15353,0.06067,0.05028,785,21.5,0.95836952,0.1815,0
69.46,0.14476,0.06493,0.06156,846,21.8,1.009832238,0.1815,0
69.48,0.15495,0.0756,0.07793,868,22.8,1.130978609,0.1815,0
69.5,0.15375,0.07264,0.07212,878,23.3,1.202700139,0.1815,0
69.52,0.13842,0.08053,0.07442,867,23.8,1.268857221,0.181239583,0
69.54,0.15104,0.0765,0.07725,837,24.6,1.399120778,0.181,0
69.56,0.15766,0.07031,0.0681,803,25.1,1.511501286,0.181,0
69.58,0.15441,0.07605,0.075,758,25.8,1.645525523,0.181,0
69.6,0.1421,0.07464,0.08302,699,26.6,1.784703456,0.181,0
69.63,0.15983,0.07636,0.07805,625,27.2,1.921203647,0.181,0
69.65,0.16036,0.07212,0.06997,535,27.7,1.993562816,0.181,0
69.67,0.14064,0.07117,0.08866,438,25.4,1.506512834,0.181,0
69.69,0.1674,0.08309,0.07727,332,25.5,1.512280219,0.18078125,0
69.71,0.133,0.07139,0.06925,233,23.6,1.236256517,0.180520833,0
69.73,0.12737,0.07046,0.09694,54,22.7,1.066440308,0.17978125,0
69.75,0.10211,0.06605,0.06695,21,21.2,0.865755429,0.179,0
69.77,0.06802,0.0657,0.06167,1,20.1,0.781406215,0.17821875,0
69.79,0.04137,0.05569,0.04642,0,19.5,0.712511522,0.177520833,0
69.81,0.02946,0.03784,0.03018,0,18.5,0.489255551,0.17778125,0
69.83,0.02353,0.02327,0.0181,0,17.8,0.311716273,0.178,0
69.85,0.01735,0.01494,0.01452,0,17.3,0.233092068,0.178,0
69.88,0.01264,0.01212,0.01141,0,17.1,0.212663942,0.178,0
69.9,0.01035,0.00877,0.00858,0,16.7,0.203647219,0.178,0
69.92,0.01039,0.00651,0.00613,0,16.5,0.116544431,0.178,0
69.94,0.0094,0.00473,0.00562,0,16.3,0.102108458,0.17778125,0
69.96,0.00953,0.00497,0.00541,0,16.2,0.077489994,0.177520833,0
69.98,0.00796,0.00403,0.00537,0,16.2,0.059039995,0.1775,0
70,0.00864,0.00483,0.00471,0,15.9,0.047081698,0.1775,0
70.02,0.00769,0.00375,0.00421,0,15.4,0.03334799,0.177239583,0
70.04,0.00734,0.00393,0.00471,0,15.3,0.027907325,0.177,0
70.06,0.00677,0.00335,0.00434,0,15.3,0.022674701,0.177,0
70.08,0.00671,0.00272,0.00462,0,15.2,0.020799829,0.177,0
70.1,0.0065,0.00259,0.00418,0,14.9,0.018711156,0.177,0
70.13,0.00741,0.00255,0.00417,0,14.8,0.016903648,0.17695,0
70.15,0.00597,0.00225,0.00425,0,14.5,0.013270139,0.176741667,0
70.17,0.00688,0.00312,0.00429,0,14.5,0.011611372,0.176533333,0
70.19,0.00594,0.00225,0.00372,0,14.5,0.013270139,0.17628125,0
70.21,0.00539,0.00327,0.00361,0,14.4,0.011538452,0.176020833,0
70.23,0.00757,0.00225,0.00369,0,14.2,0.011393807,0.176,0
70.25,0.00623,0.00201,0.00338,4,13.8,0.011109205,0.176,0
70.27,0.00611,0.00342,0.00415,79,14.1,0.009704636,0.175739583,0
70.29,0.00319,0.00235,0.00388,202,15.7,0.00894188,0.1754375,0
70.31,0.00775,0.0025,0.00361,340,16.3,0.014852139,0.17465625,0
70.33,0.03182,0.00033,0.00285,415,17.4,0.121244599,0.173625,0
70.35,0.07917,0.00363,0.00412,512,18.8,0.405194315,0.17128125,0
70.38,0.08488,0.01647,0.01534,612,19.8,0.557541518,0.1692,0
70.4,0.11976,0.04378,0.03539,688,20.6,0.677413439,0.16795,0
70.42,0.13204,0.04423,0.04065,752,21.9,0.86410763,0.1667,0
70.44,0.13601,0.0667,0.05306,803,23.3,1.045950121,0.1669375,0
70.46,0.14828,0.07645,0.05559,849,24.4,1.184510613,0.167458333,0
70.48,0.15339,0.06926,0.06675,877,25.6,1.387190801,0.16678125,0
70.5,0.13542,0.07795,0.07033,878,27.5,1.629619245,0.166,0
70.52,0.14439,0.08267,0.07073,882,28.6,1.824449341,0.1706875,0
70.54,0.1541,0.07151,0.06391,766,29.6,2.128816949,0.175020833,0
70.56,0.18584,0.07717,0.06721,823,30.5,2.41309388,0.17528125,0
70.58,0.15499,0.07769,0.07641,755,31.1,2.683298725,0.1755,0
70.6,0.14013,0.08501,0.10083,560,31.6,2.724307928,0.1755,0
70.63,0.15588,0.06856,0.08643,440,32,2.882553001,0.17535,0
70.65,0.19081,0.07126,0.06887,474,32.4,2.992915895,0.174725,0
70.67,0.1631,0.07104,0.08484,250,31.9,2.908681649,0.1741,0
70.69,0.17747,0.08779,0.10302,110,31.9,3.097864196,0.173125,0
70.71,0.1234,0.0901,0.073,66,30,2.149207983,0.172083333,0
70.73,0.09394,0.08999,0.08747,35,28,1.610444967,0.173197917,0
70.75,0.07884,0.05774,0.06567,28,25.9,0.989216906,0.1745,0
70.77,0.04945,0.0452,0.04874,0,24.1,0.669904397,0.17371875,0
70.79,0.02795,0.04021,0.03863,0,22.7,0.404037952,0.173041667,0
70.81,0.02304,0.02761,0.02184,0,22,0.355650118,0.1735625,0
70.83,0.02368,0.01543,0.01252,0,21.5,0.375680852,0.173916667,0
70.85,0.01994,0.01283,0.01021,0,20.9,0.298144062,0.173395833,0
70.88,0.0167,0.01233,0.01135,0,20.9,0.349888073,0.173,0
70.9,0.01851,0.01039,0.00955,0,20.8,0.333067638,0.173,0
70.92,0.01829,0.00791,0.00879,0,20.7,0.350515867,0.173,0
70.94,0.01918,0.00968,0.00884,0,20.8,0.30123029,0.17234375,0
70.96,0.0162,0.0091,0.00919,0,20.3,0.197160176,0.1715625,0
70.98,0.01382,0.01014,0.00905,0,20.2,0.174710547,0.171260417,0
71,0.01543,0.0075,0.00869,0,20.1,0.17129926,0.171,0
71.02,0.01427,0.00609,0.00773,0,19.8,0.149752887,0.171,0
71.04,0.01226,0.00766,0.00778,0,19.3,0.129593597,0.171,0
71.06,0.01277,0.00647,0.00781,0,19.2,0.128800931,0.171,0
71.08,0.01417,0.0057,0.00656,0,19.5,0.246551606,0.171041667,0
71.1,0.01465,0.0062,0.00658,0,18.8,0.15817746,0.171302083,0
71.13,0.01485,0.0065,0.00767,0,19,0.197424532,0.17145,0
71.15,0.01489,0.00658,0.00807,0,19.5,0.25333743,0.171241667,0
71.17,0.01317,0.00785,0.007,0,19.8,0.255731853,0.171033333,0
71.19,0.01415,0.00679,0.0081,0,19.8,0.315633008,0.171,0
71.21,0.01679,0.00646,0.00671,0,20.1,0.405955781,0.171,0
71.23,0.0206,0.00715,0.00699,0,20.1,0.436461129,0.170520833,0
71.25,0.02238,0.00875,0.00804,0,20,0.415142102,0.17,0
71.27,0.02388,0.01042,0.01018,20,20.1,0.403609216,0.17,0
71.29,0.03134,0.01122,0.01115,56,20.4,0.540134818,0.17,0
71.31,0.04961,0.01176,0.01213,92,20.7,0.620705181,0.17,0
71.33,0.0708,0.01651,0.01484,155,20.7,0.63287587,0.17,0
71.35,0.08572,0.02754,0.02207,168,20.9,0.692384145,0.17,0
71.38,0.09287,0.04012,0.03068,67,20.8,0.634297929,0.17,0
71.4,0.08429,0.04626,0.03946,45,19.7,0.490023079,0.17,0
71.42,0.05889,0.04925,0.04362,163,19.8,0.48612091,0.17,0
71.44,0.06276,0.04498,0.03931,180,20.5,0.656459502,0.17021875,0
71.46,0.09965,0.03265,0.02624,269,21,0.756113205,0.170479167,0
71.48,0.11452,0.03364,0.02912,148,21.3,0.858416381,0.170020833,0
71.5,0.11477,0.05328,0.04637,103,20.9,0.803264168,0.1695,0
71.52,0.10359,0.05806,0.05646,255,21.2,0.82058558,0.1695,0
71.54,0.11395,0.05853,0.05624,340,21.7,0.910589571,0.169458333,0
71.56,0.1229,0.05448,0.04911,161,21.3,0.863465889,0.1689375,0
71.58,0.11702,0.05938,0.05457,115,21.4,0.871274626,0.168583333,0
71.6,0.10678,0.05978,0.06312,229,21.8,0.918739123,0.169104167,0
71.63,0.11513,0.05916,0.05786,212,22,0.995820331,0.1694,0
71.65,0.12741,0.05493,0.05184,204,22,1.032702565,0.168983333,0
71.67,0.12498,0.05905,0.05608,223,21.7,0.995957343,0.168566667,0
71.69,0.11963,0.06456,0.06285,191,21.7,0.990783539,0.16871875,0
71.71,0.11604,0.06187,0.0631,151,21.4,0.916997492,0.168979167,0
71.73,0.11654,0.06063,0.059,69,21.3,0.926584741,0.16828125,0
71.75,0.0885,0.05934,0.05669,19,20.8,0.786137587,0.1675,0
71.77,0.0542,0.05913,0.05741,0,20.5,0.682910251,0.167760417,0
71.79,0.03351,0.04728,0.04122,0,19.9,0.540101984,0.167979167,0
71.81,0.02383,0.03055,0.02364,0,19.8,0.48612091,0.16771875,0
71.83,0.02142,0.01849,0.01502,0,18.9,0.318305095,0.167541667,0
71.85,0.01379,0.0127,0.01113,0,17.9,0.133248442,0.167802083,0
71.88,0.00992,0.01086,0.01056,0,17.9,0.108648729,0.16795,0
71.9,0.00966,0.00648,0.00731,0,17.9,0.125048537,0.167741667,0
71.92,0.01129,0.00474,0.00519,0,18,0.109321143,0.167533333,0
71.94,0.01001,0.00454,0.00512,0,17.9,0.108648729,0.1675,0
71.96,0.01142,0.00497,0.00632,0,17.9,0.131198466,0.1675,0
71.98,0.01205,0.00515,0.00486,0,17.7,0.137687648,0.167260417,0
72,0.01146,0.00539,0.00603,0,17.3,0.100743182,0.167,0
72.02,0.01183,0.00578,0.00627,0,17.5,0.087997639,0.167260417,0
72.04,0.0124,0.0052,0.00626,0,17.8,0.144652649,0.1675,0
72.06,0.01249,0.00617,0.00566,0,17.5,0.109997049,0.1675,0
72.08,0.01093,0.00597,0.00643,0,17.6,0.076469181,0.1675,0.2
72.1,0.00893,0.00592,0.00657,0,17.5,0.069998122,0.1675,0
72.13,0.00831,0.00506,0.00587,0,17.5,0.055998498,0.1674,0
72.15,0.00749,0.00427,0.00466,0,17.5,0.057998444,0.166983333,0
72.17,0.00959,0.00371,0.0046,0,17.5,0.061998337,0.166566667,0
72.19,0.00908,0.00334,0.00415,0,17.5,0.073998015,0.16628125,0
72.21,0.00898,0.00442,0.00517,0,17.4,0.119256982,0.166020833,0
72.23,0.0107,0.00419,0.00489,0,17.4,0.170935008,0.165760417,0
72.25,0.01407,0.00396,0.00502,4,17.5,0.227993883,0.1655,0
72.27,0.01643,0.00479,0.0059,25,17.4,0.236526348,0.166020833,0
72.29,0.02172,0.00735,0.00673,78,17.7,0.285499387,0.166520833,0
72.31,0.04096,0.00817,0.00826,117,17.7,0.321946118,0.16678125,0
72.33,0.05373,0.01157,0.01016,303,19,0.49356133,0.166833333,0
72.35,0.08498,0.02351,0.01745,249,18.3,0.352995279,0.165791667,0
72.38,0.04702,0.03013,0.0236,474,18.2,0.261031977,0.16505,0
72.4,0.07267,0.04624,0.03874,296,18.6,0.363855766,0.165258333,0
72.42,0.08599,0.02545,0.02157,262,19.1,0.463494579,0.165466667,0
72.44,0.07703,0.04141,0.03126,348,18.9,0.398971454,0.16528125,0
72.46,0.09222,0.04802,0.03796,378,19.5,0.517984567,0.165020833,0
72.48,0.10103,0.04147,0.03556,380,19.5,0.411673324,0.165,0
72.5,0.10434,0.05013,0.0421,411,20,0.608719599,0.165,0
72.52,0.1172,0.05025,0.05077,650,20.9,0.751520157,0.165260417,0
72.54,0.13941,0.05622,0.04812,181,21.1,0.808122328,0.165458333,0
72.56,0.10583,0.05885,0.05835,274,20.4,0.700263282,0.1649375,0
72.58,0.11144,0.06783,0.07158,526,22.1,1.007179699,0.164541667,0
72.6,0.12731,0.05587,0.04996,200,20.9,0.887040185,0.164802083,0
72.63,0.1302,0.05847,0.05297,231,21.1,0.960268815,0.1649,0
72.65,0.1311,0.06391,0.0634,238,21.2,1.023849899,0.164483333,0
72.67,0.13049,0.06641,0.06379,144,20.9,0.926464194,0.164066667,0
72.69,0.1192,0.06729,0.0638,125,20.9,0.869792182,0.16378125,0
72.71,0.10509,0.06692,0.06357,71,20.7,0.859250701,0.163520833,0
72.73,0.08543,0.06247,0.05673,49,20.3,0.77913901,0.1635,0
72.75,0.06552,0.05499,0.0501,15,19.9,0.748725068,0.1635,0
72.77,0.05031,0.04662,0.03881,0,19.6,0.707787653,0.163239583,0
72.79,0.03514,0.03678,0.02874,0,18.6,0.603572507,0.163,0
72.81,0.02423,0.02956,0.02075,0,17.5,0.427988518,0.163,0
72.83,0.01879,0.01939,0.01575,0,16.8,0.298754579,0.162958333,0
72.85,0.01428,0.01287,0.01136,0,16.4,0.244721138,0.162697917,0
72.88,0.0098,0.00974,0.00905,0,16.1,0.152184412,0.1624,0
72.9,0.00887,0.00704,0.00725,0,16,0.122084642,0.161983333,0
72.92,0.00828,0.00446,0.00534,0,15.6,0.083530332,0.161566667,0
72.94,0.00743,0.00394,0.00493,0,15.5,0.063582061,0.15975,0
72.96,0.00752,0.00356,0.00472,0,15.2,0.045066297,0.157666667,0
72.98,0.00669,0.00279,0.00464,0,15,0.037657901,0.155822917,0
73,0.00716,0.0029,0.00462,0,14.9,0.030618256,0.154,0
73.02,0.00645,0.00192,0.00477,0,14.6,0.02670787,0.154260417,0
73.04,0.00692,0.00288,0.00428,0,14.2,0.019532241,0.1544375,0
73.06,0.00706,0.00249,0.00395,0,14.1,0.014556954,0.15365625,0
73.08,0.00603,0.00276,0.00416,0,13.9,0.014373999,0.153625,0
73.1,0.00593,0.00303,0.00403,0,13.7,0.011039014,0.15753125,0
73.13,0.00638,0.00245,0.00358,0,13.2,0.012221323,0.1599,0
73.15,0.00724,0.00224,0.00368,0,13.3,0.007687137,0.1574,0
73.17,0.00602,0.00276,0.00362,0,13,0.009049776,0.1549,0
73.19,0.00658,0.00323,0.00401,0,12.8,0.00744565,0.1558125,0
73.21,0.0053,0.0026,0.00342,0,12.8,0.00446739,0.157375,0
73.23,0.0041,0.0026,0.00398,0,12.2,0.005731271,0.155583333,0
73.25,0.0055,0.00126,0.00405,3,12.1,0.004270802,0.1535,0
73.27,0.00521,0.00088,0.00322,71,12.5,0.00292151,0.152979167,0
73.29,0.00353,0.00203,0.00347,201,14.3,0.00327598,0.152520833,0
73.31,0.00219,0.00174,0.00347,331,15.3,0.006976831,0.15278125,0
73.33,0.02374,0.00093,0.0026,444,16,0.043731812,0.152916667,0
73.35,0.0628,0.00092,0.00127,478,17.3,0.282475981,0.152395833,0
73.38,0.08099,0.01301,0.01073,605,18.8,0.51786867,0.15185,0
73.4,0.10154,0.03685,0.02595,678,19.9,0.683820108,0.151225,0
73.42,0.13553,0.04833,0.03266,788,20.9,0.901824188,0.1506,0
73.44,0.11068,0.05398,0.04756,749,21.3,0.96950556,0.15071875,0
73.46,0.13468,0.0737,0.06183,796,21.9,1.05787722,0.150979167,0
73.48,0.1421,0.05311,0.05757,916,22.8,1.147569982,0.151479167,0
73.5,0.14263,0.06775,0.06693,923,23.3,1.197000139,0.152,0
73.52,0.16333,0.07447,0.06764,838,23.6,1.265276623,0.15825,0
73.54,0.16162,0.07812,0.06451,867,24.4,1.464651941,0.164729167,0
73.56,0.18373,0.08564,0.07769,804,24.7,1.528443315,0.17384375,0
73.58,0.16381,0.08607,0.07555,752,25.2,1.590843206,0.181666667,0
73.6,0.15372,0.08927,0.09446,696,25.7,1.704864019,0.182708333,0
73.63,0.16263,0.06933,0.09448,618,26,1.785861293,0.18345,0
73.65,0.13948,0.07759,0.07613,522,25.7,1.754232668,0.183241667,0
73.67,0.15062,0.08113,0.0815,427,26.1,1.880783162,0.183033333,0
73.69,0.14645,0.06647,0.07301,321,25.4,1.700484444,0.1825625,0
73.71,0.13124,0.07139,0.07923,222,25.2,1.68348267,0.182041667,0
73.73,0.1271,0.06976,0.07669,42,23.1,1.067190885,0.181520833,0
73.75,0.10211,0.06522,0.06601,17,21.5,0.83314257,0.181,0
73.77,0.06939,0.05995,0.06714,0,20.3,0.674620362,0.180739583,0
73.79,0.0423,0.05533,0.04677,0,19.6,0.564409447,0.1805,0
73.81,0.02948,0.04094,0.02845,0,18.6,0.423784951,0.1805,0
73.83,0.0217,0.02549,0.01681,0,17.8,0.279118493,0.180375,0
73.85,0.01708,0.01678,0.0127,0,17.2,0.213985128,0.17959375,0
